DataJamID,RECORD_ID,YEAR,MONTH,Gas_USE_kBtu
1337,619495,2010,11,700
1337,619496,2010,12,1000
1347,619497,2010,01,1300
1347,619498,2010,02,1200
1347,619499,2010,03,900
1347,619500,2010,04,1000
1347,619501,2010,05,700
1347,619502,2010,06,400
1347,619503,2010,07,300
1347,619504,2010,08,400
1347,619505,2010,09,400
1347,619506,2010,10,300
1347,619507,2010,11,700
1347,619508,2010,12,800
1349,619509,2010,01,12400
1349,619510,2010,02,3700
1349,619511,2010,03,5200
1349,619512,2010,04,3200
1349,619513,2010,05,2100
1349,619514,2010,06,1600
1349,619515,2010,07,2200
1349,619516,2010,08,2200
1349,619517,2010,09,1900
1349,619518,2010,10,2000
1349,619519,2010,11,2100
1349,619520,2010,12,3600
1350,619521,2010,01,18500
1350,619522,2010,02,10800
1350,619523,2010,03,15200
1350,619524,2010,04,6000
1350,619525,2010,05,1100
1350,619526,2010,06,1200
1350,619527,2010,07,1100
1350,619528,2010,08,1000
1350,619529,2010,09,1100
1350,619530,2010,10,1000
1350,619531,2010,11,3000
1350,619532,2010,12,11300
1353,619533,2010,01,4400
1353,619534,2010,02,3600
1353,619535,2010,03,4000
1353,619536,2010,04,2100
1353,619537,2010,05,1800
1353,619538,2010,06,1400
1353,619539,2010,07,1400
1353,619540,2010,08,1200
1353,619541,2010,09,1200
1353,619542,2010,10,1400
1353,619543,2010,11,4200
1353,619544,2010,12,5000
1354,619545,2010,01,14600
1354,619546,2010,02,7700
1354,619547,2010,03,8800
1354,619548,2010,04,7400
1354,619549,2010,05,3300
1354,619550,2010,06,2400
1354,619551,2010,07,2700
1354,619552,2010,08,2100
1354,619553,2010,09,2300
1354,619554,2010,10,2100
1354,619555,2010,11,3100
1354,619556,2010,12,9000
1355,619557,2010,01,15700
1355,619558,2010,02,6600
1355,619559,2010,03,11000
1355,619560,2010,04,2500
1355,619561,2010,05,900
1355,619562,2010,06,1000
1355,619563,2010,07,1200
1355,619564,2010,08,1000
1355,619565,2010,09,1400
1355,619566,2010,10,1200
1355,619567,2010,11,2200
1355,619568,2010,12,6700
1357,619569,2010,01,22800
1357,619570,2010,02,13500
1357,619571,2010,03,14500
1357,619572,2010,04,6900
1357,619573,2010,05,4700
1357,619574,2010,06,4300
1357,619575,2010,07,5500
1357,619576,2010,08,2700
1357,619577,2010,09,3600
1357,619578,2010,10,4400
1357,619579,2010,11,7100
1357,619580,2010,12,14800
1358,619581,2010,01,19200
1358,619582,2010,02,11000
1358,619583,2010,03,8400
1358,619584,2010,04,4500
1358,619585,2010,05,3300
1358,619586,2010,06,2500
1358,619587,2010,07,2400
1358,619588,2010,08,1900
1358,619589,2010,09,2000
1358,619590,2010,10,1700
1358,619591,2010,11,3100
1358,619592,2010,12,11100
1359,619593,2010,01,15800
1359,619594,2010,02,9000
1359,619595,2010,03,12300
1359,619596,2010,04,2900
1359,619597,2010,05,1600
1359,619598,2010,06,1500
1359,619599,2010,07,1500
1359,619600,2010,08,1400
1359,619601,2010,09,1500
1359,619602,2010,10,1600
1359,619603,2010,11,2900
1359,619604,2010,12,8200
1361,619605,2010,01,19400
1361,619606,2010,02,12500
1361,619607,2010,03,17400
1361,619608,2010,04,5900
1361,619609,2010,05,900
1361,619610,2010,06,700
1361,619611,2010,07,300
1361,619612,2010,08,300
1361,619613,2010,09,300
1361,619614,2010,10,700
1361,619615,2010,11,3000
1361,619616,2010,12,9200
1362,619617,2010,01,25700
1362,619618,2010,02,15100
1362,619619,2010,03,21700
1362,619620,2010,04,6700
1362,619621,2010,05,1500
1362,619622,2010,06,1200
1362,619623,2010,07,1400
1362,619624,2010,08,1200
1362,619625,2010,09,1200
1362,619626,2010,10,1200
1362,619627,2010,11,3800
1362,619628,2010,12,13200
1365,619629,2010,01,21100
1365,619630,2010,02,10700
1365,619631,2010,03,13600
1365,619632,2010,04,600
1365,619633,2010,05,300
1365,619634,2010,06,300
1365,619635,2010,07,300
1365,619636,2010,08,200
1365,619637,2010,09,300
1365,619638,2010,10,300
1365,619639,2010,11,500
1365,619640,2010,12,4900
1366,619641,2010,01,11000
1366,619642,2010,02,5400
1366,619643,2010,03,8500
1366,619644,2010,04,2100
1366,619645,2010,05,1000
1366,619646,2010,06,700
1366,619647,2010,07,800
1366,619648,2010,08,700
1366,619649,2010,09,800
1366,619650,2010,10,800
1366,619651,2010,11,1500
1366,619652,2010,12,3800
1367,619653,2010,01,5000
1367,619654,2010,02,2900
1367,619655,2010,03,5300
1367,619656,2010,04,1600
1367,619657,2010,05,1200
1367,619658,2010,06,1000
1367,619659,2010,07,1300
1367,619660,2010,08,1200
1367,619661,2010,09,1300
1367,619662,2010,10,1000
1367,619663,2010,11,1200
1367,619664,2010,12,4200
1376,619665,2010,01,2700
1376,619666,2010,02,2900
1376,619667,2010,03,4400
1376,619668,2010,04,1400
1384,619669,2010,01,1200
1384,619670,2010,02,900
1384,619671,2010,03,900
1384,619672,2010,04,900
1384,619673,2010,05,800
1384,619674,2010,06,600
1384,619675,2010,07,700
1384,619676,2010,08,600
1384,619677,2010,09,500
1384,619678,2010,10,600
1384,619679,2010,11,700
1384,619680,2010,12,700
1386,619681,2010,01,4600
1386,619682,2010,02,4100
1386,619683,2010,03,5100
1386,619684,2010,04,1300
1386,619685,2010,05,500
1386,619686,2010,06,300
1386,619687,2010,07,400
1386,619688,2010,08,300
1386,619689,2010,09,400
1386,619690,2010,10,500
1386,619691,2010,11,1300
1386,619692,2010,12,2700
1389,619693,2010,01,7000
1389,619694,2010,02,8600
1389,619695,2010,03,9000
1389,619696,2010,04,5400
1389,619697,2010,05,1400
1389,619698,2010,06,700
1389,619699,2010,07,600
1389,619700,2010,08,600
1389,619701,2010,09,900
1389,619702,2010,10,1200
1389,619703,2010,11,1300
1389,619704,2010,12,2900
1390,619705,2010,01,10900
1390,619706,2010,02,11300
1390,619707,2010,03,13400
1390,619708,2010,04,7700
1390,619709,2010,05,2300
1390,619710,2010,06,1000
1390,619711,2010,07,1000
1390,619712,2010,08,900
1390,619713,2010,09,1000
1390,619714,2010,10,800
1390,619715,2010,11,700
1390,619716,2010,12,1900
1391,619717,2010,01,6800
1391,619718,2010,02,4100
1391,619719,2010,03,4500
1391,619720,2010,04,2100
1391,619721,2010,05,1200
1391,619722,2010,06,1000
1391,619723,2010,07,1000
1391,619724,2010,08,900
1391,619725,2010,09,1200
1391,619726,2010,10,1000
1391,619727,2010,11,1200
1391,619728,2010,12,3600
1393,619729,2010,01,12500
1393,619730,2010,02,7800
1393,619731,2010,03,11000
1393,619732,2010,04,4100
1393,619733,2010,05,500
1393,619734,2010,06,300
1393,619735,2010,07,300
1393,619736,2010,08,300
1393,619737,2010,09,400
1393,619738,2010,10,700
1393,619739,2010,11,600
1393,619740,2010,12,500
1395,619741,2010,01,18000
1395,619742,2010,02,8200
1395,619743,2010,03,13400
1395,619744,2010,04,3000
1395,619745,2010,05,1200
1395,619746,2010,06,900
1395,619747,2010,07,900
1395,619748,2010,08,800
1395,619749,2010,09,900
1395,619750,2010,10,900
1395,619751,2010,11,3300
1395,619752,2010,12,10000
1400,619753,2010,01,3500
1400,619754,2010,02,800
1400,619755,2010,03,1400
1400,619756,2010,04,300
1400,619757,2010,05,100
1401,619758,2010,01,7000
1401,619759,2010,02,7800
1401,619760,2010,03,7900
1401,619761,2010,04,3100
1401,619762,2010,05,500
1401,619763,2010,06,300
1401,619764,2010,07,200
1401,619765,2010,08,600
1401,619766,2010,09,400
1401,619767,2010,10,600
1401,619768,2010,11,700
1401,619769,2010,12,1600
1402,619770,2010,01,7200
1402,619771,2010,02,7500
1402,619772,2010,03,8500
1402,619773,2010,04,4900
1402,619774,2010,05,1200
1402,619775,2010,06,1000
1402,619776,2010,07,900
1402,619777,2010,09,300
1402,619778,2010,10,200
1402,619779,2010,11,200
1402,619780,2010,12,1700
1412,619781,2010,01,19900
1412,619782,2010,02,9800
1412,619783,2010,03,13500
1412,619784,2010,04,4100
1412,619785,2010,05,1400
1412,619786,2010,06,1200
1412,619787,2010,07,1200
1412,619788,2010,08,900
1412,619789,2010,09,1000
1412,619790,2010,10,1300
1412,619791,2010,11,3300
1412,619792,2010,12,11000
1413,619793,2010,01,2000
1413,619794,2010,02,1300
1413,619795,2010,03,1500
1413,619796,2010,04,1300
1413,619797,2010,05,1000
1413,619798,2010,06,800
1413,619799,2010,07,1000
1413,619800,2010,08,900
1413,619801,2010,09,900
1413,619802,2010,10,900
1413,619803,2010,11,1200
1413,619804,2010,12,1300
1419,619805,2010,01,1500
1419,619806,2010,02,1400
1419,619807,2010,03,1400
1419,619808,2010,04,400
1419,619809,2010,05,400
1419,619810,2010,06,200
1419,619811,2010,08,600
1419,619812,2010,09,400
1419,619813,2010,10,600
1419,619814,2010,11,600
1419,619815,2010,12,800
1420,619816,2010,01,13700
1420,619817,2010,02,7000
1420,619818,2010,03,10200
1420,619819,2010,04,3500
1420,619820,2010,05,1700
1420,619821,2010,06,1700
1420,619822,2010,07,1700
1420,619823,2010,08,1700
1420,619824,2010,09,1800
1420,619825,2010,10,1800
1420,619826,2010,11,2700
1420,619827,2010,12,5400
1422,619828,2010,01,700
1422,619829,2010,02,400
1422,619830,2010,03,500
1422,619831,2010,04,500
1422,619832,2010,05,400
1422,619833,2010,06,300
1422,619834,2010,07,400
1422,619835,2010,08,200
1422,619836,2010,09,300
1422,619837,2010,10,400
1422,619838,2010,11,400
1422,619839,2010,12,500
1423,619840,2010,01,17300
1423,619841,2010,02,7400
1423,619842,2010,03,11100
1423,619843,2010,04,2600
1423,619844,2010,05,1000
1423,619845,2010,06,700
1423,619846,2010,07,800
1423,619847,2010,08,400
1423,619848,2010,09,800
1423,619849,2010,10,1200
1423,619850,2010,11,2600
1423,619851,2010,12,7500
1424,619852,2010,01,6100
1424,619853,2010,02,3100
1424,619854,2010,03,6500
1424,619855,2010,04,1700
1424,619856,2010,05,900
1424,619857,2010,06,800
1424,619858,2010,07,800
1424,619859,2010,08,700
1424,619860,2010,09,800
1424,619861,2010,10,700
1424,619862,2010,11,700
1424,619863,2010,12,2100
1431,619864,2010,01,9700
1431,619865,2010,02,5400
1431,619866,2010,03,2800
1431,619867,2010,04,500
1431,619868,2010,05,400
1431,619869,2010,06,300
1431,619870,2010,07,300
1431,619871,2010,08,200
1431,619872,2010,09,400
1431,619873,2010,10,300
1431,619874,2010,11,1700
1431,619875,2010,12,8900
1436,619876,2010,01,19900
1436,619877,2010,02,11100
1436,619878,2010,03,10400
1436,619879,2010,04,2400
1436,619880,2010,05,1400
1436,619881,2010,06,1000
1436,619882,2010,07,900
1436,619883,2010,08,1000
1436,619884,2010,09,1000
1436,619885,2010,10,1400
1436,619886,2010,11,1300
1436,619887,2010,12,8100
1459,619888,2010,01,1300
1459,619889,2010,02,1000
1459,619890,2010,03,1300
1459,619891,2010,05,900
1459,619892,2010,06,1400
1459,619893,2010,08,1500
1459,619894,2010,09,900
1459,619895,2010,10,900
1459,619896,2010,11,1000
1459,619897,2010,12,1200
1460,619898,2010,01,6300
1460,619899,2010,02,7600
1460,619900,2010,03,7300
1460,619901,2010,04,3300
1460,619902,2010,05,1000
1460,619903,2010,06,900
1460,619904,2010,07,800
1460,619905,2010,08,900
1460,619906,2010,09,800
1460,619907,2010,10,700
1460,619908,2010,11,1200
1460,619909,2010,12,3800
1468,619910,2010,01,24500
1468,619911,2010,02,16000
1468,619912,2010,03,16300
1468,619913,2010,04,5100
1468,619914,2010,05,1300
1468,619915,2010,06,900
1468,619916,2010,07,2000
1468,619917,2010,08,900
1468,619918,2010,09,1000
1468,619919,2010,10,900
1468,619920,2010,11,5200
1468,619921,2010,12,15600
1478,619922,2010,01,16400
1478,619923,2010,02,10000
1478,619924,2010,03,13500
1478,619925,2010,04,3900
1478,619926,2010,05,800
1478,619927,2010,06,800
1478,619928,2010,07,200
1478,619929,2010,08,300
1478,619930,2010,09,400
1478,619931,2010,10,300
1478,619932,2010,11,2400
1478,619933,2010,12,10200
1481,619934,2010,01,7800
1481,619935,2010,02,6200
1481,619936,2010,03,4200
1481,619937,2010,05,1500
1481,619938,2010,06,2600
1481,619939,2010,08,2300
1481,619940,2010,09,700
1481,619941,2010,10,700
1481,619942,2010,11,1700
1481,619943,2010,12,9000
1482,619944,2010,01,9300
1482,619945,2010,02,5500
1482,619946,2010,03,3300
1482,619947,2010,04,8600
1482,619948,2010,05,1400
1482,619949,2010,06,500
1482,619950,2010,07,1000
1482,619951,2010,08,900
1482,619952,2010,09,1200
1482,619953,2010,10,1200
1482,619954,2010,11,2000
1482,619955,2010,12,5800
1485,619956,2010,01,700
1485,619957,2010,02,600
1485,619958,2010,03,700
1485,619959,2010,05,500
1485,619960,2010,06,500
1485,619961,2010,08,600
1485,619962,2010,09,300
1485,619963,2010,10,200
1485,619964,2010,11,500
1485,619965,2010,12,700
1490,619966,2010,01,1200
1490,619967,2010,02,1000
1490,619968,2010,03,2300
1490,619969,2010,04,1500
1490,619970,2010,05,5600
1490,619971,2010,06,100
1490,619972,2010,09,100
1490,619973,2010,10,5000
1497,619974,2010,01,17500
1497,619975,2010,02,22600
1497,619976,2010,03,21200
1497,619977,2010,04,14400
1497,619978,2010,05,2500
1497,619979,2010,06,700
1497,619980,2010,07,700
1497,619981,2010,08,700
1497,619982,2010,09,700
1497,619983,2010,10,700
1497,619984,2010,11,2500
1497,619985,2010,12,10200
1498,619986,2010,01,14500
1498,619987,2010,02,3300
1498,619988,2010,03,6800
1498,619989,2010,11,900
1498,619990,2010,12,3800
1509,619991,2010,01,5900
1509,619992,2010,02,4200
1509,619993,2010,03,2100
1509,619994,2010,11,600
1509,619995,2010,12,7300
1514,619996,2010,01,9000
1514,619997,2010,02,3600
1514,619998,2010,03,7400
1514,619999,2010,04,1500
1514,620000,2010,11,700
1514,620001,2010,12,3200
1519,620002,2010,01,9600
1519,620003,2010,02,5300
1519,620004,2010,03,6000
1519,620005,2010,04,1300
1519,620006,2010,05,1000
1519,620007,2010,06,900
1519,620008,2010,07,700
1519,620009,2010,08,800
1519,620010,2010,09,700
1519,620011,2010,10,900
1519,620012,2010,11,700
1519,620013,2010,12,5300
1525,571738,2007,10,1646.4
1525,571739,2007,11,1440.6
1525,571740,2007,12,2984.1
1525,571741,2008,01,8746.5
1525,571742,2008,02,19756.8
1525,571743,2008,03,20168.4
1525,571744,2008,04,20580
1525,571745,2008,05,14097.3
1525,571746,2008,06,4836.3
1525,571747,2008,07,2263.8
1525,571748,2008,08,2366.7
1525,571749,2008,09,1543.5
1527,571774,2007,10,1646.4
1527,571775,2007,11,1440.6
1527,571776,2007,12,2984.1
1527,571777,2008,01,8746.5
1527,571778,2008,02,19756.8
1527,571779,2008,03,20168.4
1527,571780,2008,04,20580
1527,571781,2008,05,14097.3
1527,571782,2008,06,4836.3
1527,571783,2008,07,2263.8
1527,571784,2008,08,2366.7
1527,571785,2008,09,1543.5
1534,572500,2007,10,617.4
1534,572501,2007,11,823.2
1534,572502,2007,12,2572.5
1534,572503,2008,01,7408.8
1534,572504,2008,02,12348
1534,572505,2008,03,12142.2
1534,572797,2008,04,14097.3
1534,572798,2008,05,10187.1
1534,572799,2008,06,3189.9
1534,572800,2008,07,1234.8
1534,572801,2008,08,823.2
1534,572802,2008,09,823.2
1536,572867,2008,02,13582.8
1536,572868,2008,03,13891.5
1536,572869,2008,04,14508.9
1536,572870,2008,05,9569.7
1536,572871,2008,06,4836.3
1536,572872,2008,07,2675.4
1536,572873,2008,08,3087
1536,572874,2008,09,617.4
1538,572903,2008,02,18316.2
1538,572904,2008,03,18727.8
1538,572905,2008,04,17390.1
1538,572906,2008,05,13788.6
1538,572907,2008,06,4116
1538,572908,2008,07,1543.5
1538,572909,2008,08,823.2
1538,572910,2008,09,823.2
1543,573582,2007,10,2675.4
1543,573583,2007,11,3087
1543,573584,2007,12,5865.3
1543,573585,2008,01,14508.9
1543,573586,2008,02,22123.5
1543,573587,2008,03,20580
1543,573588,2008,04,21197.4
1543,573589,2008,05,16052.4
1543,573590,2008,06,6688.5
1543,573591,2008,07,4424.7
1543,573592,2008,08,2058
1543,573593,2008,09,1440.6
1547,574283,2007,10,823.2
1547,574284,2007,11,720.3
1547,574285,2007,12,2984.1
1547,574286,2008,01,8643.6
1547,574287,2008,02,13068.3
1547,574288,2008,03,14406
1547,574289,2008,04,13582.8
1547,574290,2008,05,9878.4
1547,574291,2008,06,3601.5
1547,574292,2008,07,1852.2
1547,574293,2008,08,617.4
1547,574294,2008,09,823.2
1551,574632,2008,02,15537.9
1551,574633,2008,03,16258.2
1551,574634,2008,04,15949.5
1551,574635,2008,05,12965.4
1551,574636,2008,06,3910.2
1551,574637,2008,07,2675.4
1551,574638,2008,08,1234.8
1551,574639,2008,09,1337.7
1553,574700,2007,10,2675.4
1553,574701,2007,11,1955.1
1553,574702,2007,12,3807.3
1553,574703,2008,01,12553.8
1553,574704,2008,02,16772.7
1553,574705,2008,03,20374.2
1553,574706,2008,04,17390.1
1553,574707,2008,05,14303.1
1553,574708,2008,06,4116
1553,574709,2008,07,2984.1
1553,574710,2008,08,1440.6
1553,574711,2008,09,1440.6
1556,575077,2008,02,13582.8
1556,575078,2008,03,13891.5
1556,575079,2008,04,14200.2
1556,575080,2008,05,10598.7
1556,575081,2008,06,4527.6
1556,575082,2008,07,2263.8
1556,575083,2008,08,823.2
1556,575084,2008,09,617.4
1557,575113,2008,02,10392.9
1557,575114,2008,03,10804.5
1557,575115,2008,04,10907.4
1557,575116,2008,05,7408.8
1557,575117,2008,06,3395.7
1557,575118,2008,07,1852.2
1557,575119,2008,08,1440.6
1557,575120,2008,09,926.1
1558,575149,2008,02,17904.6
1558,575150,2008,03,18007.5
1558,575151,2008,04,18007.5
1558,575152,2008,05,15537.9
1558,575153,2008,06,5145
1558,575154,2008,07,2984.1
1558,575155,2008,08,1337.7
1558,575156,2008,09,1543.5
1574,571540,2007,10,1029
1574,571541,2007,11,1131.9
1574,571542,2007,12,2984.1
1574,571543,2008,01,9158.1
1574,571544,2008,02,13582.8
1574,571545,2008,03,11833.5
1574,571546,2008,04,13994.4
1574,571547,2008,05,11216.1
1574,571548,2008,06,4218.9
1574,571549,2008,07,2469.6
1574,571550,2008,08,1234.8
1574,571551,2008,09,1234.8
1581,597860,2007,10,1131.9
1581,597861,2007,11,926.1
1581,597862,2007,12,3087
1581,597863,2008,01,7511.7
1581,597864,2008,02,10187.1
1581,597865,2008,03,11113.2
1581,597866,2008,04,12965.4
1581,597867,2008,05,9569.7
1581,597868,2008,06,4013.1
1581,597869,2008,07,2469.6
1581,597870,2008,08,1029
1581,597871,2008,09,926.1
1583,572563,2007,10,1749.3
1583,572564,2007,11,10392.9
1583,572565,2007,12,24284.4
1583,572566,2008,01,31281.6
1583,572567,2008,02,31796.1
1583,572568,2008,03,31384.5
1583,572569,2008,04,22638
1583,572570,2008,05,9363.9
1583,572571,2008,06,5145
1583,572572,2008,07,1131.9
1583,572573,2008,08,1337.7
1583,572574,2008,09,926.1
1584,572599,2007,10,1131.9
1584,572600,2007,11,1029
1584,572601,2007,12,2778.3
1584,572602,2008,01,8849.4
1584,572603,2008,02,13994.4
1584,572604,2008,03,16772.7
1584,572605,2008,04,15229.2
1584,572606,2008,05,11730.6
1584,572607,2008,06,4630.5
1584,572608,2008,07,2469.6
1584,572609,2008,08,1955.1
1584,572610,2008,09,1852.2
1607,570230,2007,10,2058
1607,570231,2007,11,3910.2
1607,570232,2007,12,13891.5
1607,570233,2008,01,33648.3
1607,570234,2008,02,50832.6
1607,570235,2008,03,46716.6
1607,570236,2008,04,45584.7
1607,570237,2008,05,32928
1607,570238,2008,06,14406
1607,570239,2008,07,8746.5
1607,570240,2008,08,4630.5
1607,570241,2008,09,3910.2
1624,585948,2007,10,926.1
1624,585949,2007,11,926.1
1624,585950,2007,12,1440.6
1624,585951,2008,01,5042.1
1624,585952,2008,02,7203
1624,585953,2008,03,8129.1
1624,585954,2008,04,7614.6
1624,585955,2008,05,5968.2
1624,585956,2008,06,2881.2
1624,585957,2008,07,1543.5
1624,585958,2008,08,823.2
1624,585959,2008,09,926.1
1627,586267,2007,12,5247.9
1627,586268,2008,01,13377
1627,586269,2008,02,18007.5
1627,586270,2008,03,13274.1
1627,586271,2008,04,13994.4
1627,586272,2008,05,10598.7
1627,586273,2008,06,3498.6
1627,586274,2008,07,102.9
1630,586638,2007,10,823.2
1630,586639,2007,11,823.2
1630,586640,2007,12,1749.3
1630,586641,2008,01,4424.7
1630,586642,2008,02,6791.4
1630,586643,2008,03,7100.1
1630,586644,2008,04,6894.3
1630,586645,2008,05,4630.5
1630,586646,2008,06,2160.9
1630,586647,2008,07,1029
1630,586648,2008,08,926.1
1630,586649,2008,09,926.1
1633,587012,2007,11,617.4
1633,587013,2007,12,7614.6
1633,587014,2008,01,20271.3
1633,587015,2008,02,32310.6
1633,587016,2008,03,35088.9
1633,587017,2008,04,32722.2
1633,587018,2008,05,22740.9
1633,587019,2008,06,6585.6
1633,587020,2008,07,1955.1
1633,587021,2008,08,1029
1633,587022,2008,09,1029
1638,587502,2007,10,2058
1638,587503,2007,11,1646.4
1638,587504,2007,12,4733.4
1638,587505,2008,01,10084.2
1638,587506,2008,02,15435
1638,587507,2008,03,15537.9
1638,587508,2008,04,17081.4
1638,587509,2008,05,12142.2
1638,587510,2008,06,5968.2
1638,587511,2008,07,4424.7
1638,587512,2008,08,2675.4
1638,587513,2008,09,2160.9
1639,587542,2008,02,9878.4
1639,587543,2008,03,10495.8
1639,587544,2008,04,12245.1
1639,587545,2008,05,8334.9
1639,587546,2008,06,3292.8
1639,587547,2008,07,205.8
1639,587548,2008,08,102.9
1639,587549,2008,09,102.9
1653,584156,2007,10,514.5
1653,584157,2007,11,1852.2
1653,584158,2007,12,5042.1
1653,584159,2008,01,11216.1
1653,584160,2008,02,13788.6
1653,584161,2008,03,15023.4
1653,584162,2008,04,13274.1
1653,584163,2008,05,10701.6
1653,584164,2008,06,5659.5
1653,584165,2008,07,3704.4
1653,584166,2008,08,514.5
1653,584167,2008,09,720.3
1659,597972,2007,11,15229.2
1659,597973,2008,2,16052.4
1659,597974,2008,3,13891.5
1659,597975,2008,4,11010.3
1659,597976,2008,5,2675.4
1659,597977,2008,6,1337.7
1660,594560,2009,10,1029
1660,594561,2009,11,2160.9
1660,594559,2009,9,720.3
1660,594562,2010,01,5968.2
1660,594563,2010,02,25622.1
1660,594564,2010,03,22740.9
1660,594565,2010,04,33545.4
1660,594566,2010,05,15640.8
1660,594567,2010,06,8129.1
1660,594568,2010,07,5968.2
1660,594569,2010,08,6894.3
1660,594570,2010,09,7203
1662,590849,2007,10,3601.5
1662,590852,2007,11,9775.5
1662,590851,2007,11,8643.6
1662,590850,2007,11,5350.8
1662,590848,2007,9,2778.3
1662,590853,2008,2,9261
1662,590854,2008,3,6894.3
1662,590855,2008,4,4321.8
1662,590856,2008,5,3601.5
1662,590857,2008,6,2675.4
1662,590858,2008,7,3087
1662,590859,2008,8,2881.2
1689,588871,2007,10,411.6
1689,588872,2007,11,411.6
1689,588873,2007,11,1337.7
1689,588874,2007,11,12656.7
1689,588875,2008,2,16258.2
1689,588876,2008,3,15126.3
1689,588877,2008,4,8849.4
1689,588878,2008,5,308.7
1689,588879,2008,6,411.6
1689,588880,2008,7,411.6
1689,588881,2008,8,514.5
1700,597174,2007,10,1337.7
1700,597175,2007,11,1852.2
1700,597176,2007,12,6379.8
1700,597177,2008,01,10804.5
1700,597178,2008,02,16566.9
1700,597179,2008,03,15846.6
1700,597180,2008,04,15640.8
1700,597181,2008,05,12245.1
1700,597182,2008,06,5042.1
1700,597183,2008,07,4218.9
1700,597184,2008,08,1646.4
1700,597185,2008,09,1337.7
1707,604357,2007,11,6071.1
1707,604358,2007,12,9672.6
1707,604359,2008,01,2572.5
1707,604360,2008,02,7511.7
1707,604361,2008,03,18727.8
1707,604362,2008,04,17493
1707,604363,2008,05,10804.5
1707,604364,2008,06,7100.1
1707,604365,2008,07,5247.9
1707,604366,2008,08,4939.2
1707,604367,2008,09,4424.7
1719,605784,2007,10,1234.8
1719,605785,2007,11,926.1
1719,605786,2007,12,4013.1
1719,605787,2008,01,9055.2
1719,605788,2008,02,12348
1719,605789,2008,03,11936.4
1719,605790,2008,04,12039.3
1719,605791,2008,05,9261
1719,605792,2008,06,4218.9
1719,605793,2008,07,2572.5
1719,605794,2008,08,1543.5
1719,605795,2008,09,1337.7
1725,600479,2007,10,1440.6
1725,600480,2007,11,1131.9
1725,600481,2007,12,3498.6
1725,600482,2008,01,8129.1
1725,600483,2008,02,11524.8
1725,600484,2008,03,10701.6
1725,600485,2008,04,1852.2
1725,600486,2008,05,7100.1
1725,600487,2008,06,2778.3
1725,600488,2008,07,3189.9
1725,600489,2008,08,2469.6
1725,600490,2008,09,411.6
1729,601152,2007,10,823.2
1729,601153,2007,11,2572.5
1729,601154,2007,12,11524.8
1729,601155,2008,01,19756.8
1729,601156,2008,02,27885.9
1729,601157,2008,03,26239.5
1729,601158,2008,04,26959.8
1729,601159,2008,05,31178.7
1731,601224,2007,10,1543.5
1731,601225,2007,11,1543.5
1731,601226,2007,12,4013.1
1731,601227,2008,01,14406
1731,601228,2008,02,23152.5
1731,601229,2008,03,27885.9
1731,601230,2008,04,22329.3
1731,601231,2008,05,15229.2
1731,601232,2008,06,5453.7
1731,601233,2008,07,2572.5
1731,601234,2008,08,1440.6
1731,601235,2008,09,2675.4
1735,601574,2008,03,14920.5
1735,601575,2008,04,20785.8
1735,601576,2008,05,9775.5
1735,601577,2008,06,5145
1735,601578,2008,07,3807.3
1735,601579,2008,08,2263.8
1735,601580,2008,09,1955.1
1736,601605,2007,10,1337.7
1736,601606,2007,11,1337.7
1736,601607,2007,12,4116
1736,601608,2008,01,11113.2
1736,601609,2008,02,16155.3
1736,601610,2008,03,16361.1
1736,601611,2008,04,6071.1
1736,601612,2008,05,22123.5
1736,601616,2008,09,7820.4
1737,601645,2008,02,15846.6
1737,601646,2008,03,15229.2
1737,601647,2008,04,13891.5
1737,601648,2008,05,9363.9
1737,601649,2008,06,2366.7
1737,601650,2008,07,1337.7
1737,601651,2008,08,823.2
1737,601652,2008,09,205.8
1743,602651,2007,10,1543.5
1743,602653,2007,12,4013.1
1743,602654,2008,01,8129.1
1743,602655,2008,02,12142.2
1743,602656,2008,03,3292.8
1743,602657,2008,04,23358.3
1743,602658,2008,05,9261
1743,602659,2008,06,2984.1
1743,602660,2008,07,2058
1743,602661,2008,08,1029
1743,602662,2008,09,720.3
1745,594699,2007,10,411.6
1745,594700,2007,11,411.6
1745,594701,2007,12,2263.8
1745,594702,2008,01,5659.5
1745,594703,2008,02,10187.1
1745,594704,2008,03,10392.9
1745,594705,2008,04,10598.7
1745,594706,2008,05,6894.3
1745,594707,2008,06,2058
1745,594708,2008,07,1029
1745,594709,2008,08,411.6
1745,594710,2008,09,514.5
1748,603064,2008,02,11216.1
1748,603065,2008,03,10290
1748,603066,2008,04,11113.2
1748,603067,2008,05,7511.7
1748,603068,2008,06,2572.5
1748,603069,2008,07,1029
1748,603070,2008,08,514.5
1748,603071,2008,09,411.6
1756,594735,2007,10,2058
1756,594736,2007,11,2366.7
1756,594737,2007,12,7203
1756,594738,2008,01,15949.5
1756,594739,2008,02,24696
1756,594740,2008,03,22432.2
1756,594741,2008,04,22432.2
1756,594742,2008,05,16464
1756,594743,2008,06,9981.3
1756,594744,2008,07,5762.4
1756,594745,2008,08,2160.9
1756,594746,2008,09,2263.8
1763,605212,2008,02,12553.8
1763,605213,2008,03,12862.5
1763,605214,2008,04,13274.1
1763,605215,2008,05,9878.4
1763,605216,2008,06,3601.5
1763,605217,2008,07,2160.9
1763,605218,2008,08,1029
1763,605219,2008,09,926.1
