DataJamID,RECORD_ID,YEAR,MONTH,Gas_USE_kBtu
14521,647300,2010,03,9800
14521,647301,2010,04,3300
14521,647302,2010,05,1400
14521,647303,2010,06,1000
14521,647304,2010,07,1200
14521,647305,2010,08,900
14521,647306,2010,09,1300
14521,647307,2010,10,1200
14521,647308,2010,11,2000
14521,647309,2010,12,5800
14526,647310,2010,01,24000
14526,647311,2010,02,9500
14526,647312,2010,03,17500
14526,647313,2010,04,2700
14526,647314,2010,05,300
14526,647315,2010,06,400
14526,647316,2010,07,300
14526,647317,2010,08,200
14526,647318,2010,09,300
14526,647319,2010,10,200
14526,647320,2010,11,2000
14526,647321,2010,12,8200
14529,647322,2010,01,3800
14529,647323,2010,02,2300
14529,647324,2010,03,2100
14529,647325,2010,04,600
14529,647326,2010,05,400
14529,647327,2010,06,400
14529,647328,2010,07,600
14529,647329,2010,08,400
14529,647330,2010,09,600
14529,647331,2010,10,600
14529,647332,2010,11,3600
14529,647333,2010,12,10600
14534,647334,2010,01,9700
14534,647335,2010,02,6100
14534,647336,2010,03,9000
14534,647337,2010,04,1600
14534,647338,2010,05,1100
14534,647339,2010,06,200
14534,647340,2010,07,700
14534,647341,2010,08,300
14534,647342,2010,09,1400
14534,647343,2010,10,1300
14534,647344,2010,11,1200
14534,647345,2010,12,1800
14536,647346,2010,01,6900
14536,647347,2010,02,5400
14536,647348,2010,03,3000
14536,647349,2010,05,600
14536,647350,2010,06,1100
14536,647351,2010,08,1100
14536,647352,2010,09,600
14536,647353,2010,10,500
14536,647354,2010,11,700
14536,647355,2010,12,7500
14541,647356,2010,01,7400
14541,647357,2010,02,3900
14541,647358,2010,03,9000
14541,647359,2010,04,3500
14541,647360,2010,05,1800
14541,647361,2010,06,1600
14541,647362,2010,07,1200
14541,647363,2010,08,1300
14541,647364,2010,10,100
14541,647365,2010,11,500
14541,647366,2010,12,700
14544,647367,2010,01,2200
14544,647368,2010,02,1900
14544,647369,2010,03,2600
14544,647370,2010,05,2200
14544,647371,2010,06,2600
14544,647372,2010,08,1900
14544,647373,2010,09,1000
14544,647374,2010,10,1200
14544,647375,2010,11,1400
14544,647376,2010,12,1300
14549,647377,2010,01,13500
14549,647378,2010,02,11900
14549,647379,2010,03,9000
14549,647380,2010,04,500
14554,647381,2010,07,1000
14554,647382,2010,08,800
14554,647383,2010,09,700
14554,647384,2010,10,700
14554,647385,2010,11,2300
14554,647386,2010,12,10400
14556,647387,2010,01,8600
14556,647388,2010,02,4400
14556,647389,2010,03,5400
14556,647390,2010,04,2400
14556,647391,2010,05,1500
14556,647392,2010,06,2000
14556,647393,2010,07,1500
14556,647394,2010,08,1200
14556,647395,2010,09,1400
14556,647396,2010,10,1200
14556,647397,2010,11,2200
14558,647398,2010,01,800
14558,647399,2010,02,800
14558,647400,2010,03,800
14558,647401,2010,04,800
14558,647402,2010,05,500
14558,647403,2010,06,500
14558,647404,2010,07,500
14558,647405,2010,08,400
14558,647406,2010,09,600
14558,647407,2010,10,400
14558,647408,2010,11,600
14558,647409,2010,12,800
14560,647410,2010,01,12100
14560,647411,2010,02,10200
14560,647412,2010,03,7000
14560,647413,2010,05,3300
14560,647414,2010,06,4900
14560,647415,2010,08,4100
14560,647416,2010,09,2100
14560,647417,2010,10,2200
14560,647418,2010,11,4600
14560,647419,2010,12,12900
14561,647420,2010,01,17900
14561,647421,2010,02,8900
14561,647422,2010,03,14400
14561,647423,2010,11,300
14561,647424,2010,12,3300
14562,647425,2010,01,13700
14562,647426,2010,02,7700
14562,647427,2010,03,11300
14562,647428,2010,04,2400
14562,647429,2010,11,900
14562,647430,2010,12,6200
14563,647431,2010,01,11000
14563,647432,2010,02,5200
14563,647433,2010,03,8400
14563,647434,2010,04,1700
14563,647435,2010,05,1400
14563,647436,2010,06,1200
14563,647437,2010,07,1400
14563,647438,2010,08,1000
14563,647439,2010,09,1300
14563,647440,2010,10,1300
14563,647441,2010,11,1300
14563,647442,2010,12,3200
14565,647443,2010,01,22700
14565,647444,2010,02,13900
14565,647445,2010,03,14000
14565,647446,2010,04,3400
14565,647447,2010,05,800
14565,647448,2010,06,1000
14565,647449,2010,07,1200
14565,647450,2010,08,1000
14565,647451,2010,09,700
14565,647452,2010,10,1000
14565,647453,2010,11,2800
14565,647454,2010,12,13700
14566,647455,2010,01,1800
14566,647456,2010,02,1000
14566,647457,2010,03,700
14566,647458,2010,05,500
14566,647459,2010,06,1100
14566,647460,2010,08,700
14566,647461,2010,09,500
14566,647462,2010,10,500
14566,647463,2010,11,600
14566,647464,2010,12,1300
14570,647465,2010,01,9400
14570,647466,2010,02,13000
14570,647467,2010,03,12500
14570,647468,2010,04,5900
14570,647469,2010,05,900
14570,647470,2010,06,900
14570,647471,2010,07,900
14570,647472,2010,08,1200
14570,647473,2010,09,900
14570,647474,2010,10,900
14570,647475,2010,11,1000
14570,647476,2010,12,3000
14572,647477,2010,01,200
14572,647478,2010,02,100
14572,647479,2010,03,100
14572,647480,2010,04,100
14572,647481,2010,05,100
14572,647482,2010,06,100
14572,647483,2010,08,100
14572,647484,2010,09,100
14572,647485,2010,10,100
14572,647486,2010,11,100
14572,647487,2010,12,100
14574,647488,2010,01,29200
14574,647489,2010,02,13300
14574,647490,2010,03,13100
14574,647491,2010,04,23300
14574,647492,2010,05,10900
14574,647493,2010,06,7800
14574,647494,2010,07,4200
14574,647495,2010,08,3700
14574,647496,2010,09,4400
14574,647497,2010,10,8300
14574,647498,2010,11,5500
14574,647499,2010,12,15300
14580,647500,2010,01,10400
14580,647501,2010,02,5800
14580,647502,2010,03,6400
14580,647503,2010,04,2500
14580,647504,2010,05,1900
14580,647505,2010,06,1400
14580,647506,2010,07,1600
14580,647507,2010,08,900
14580,647508,2010,09,1200
14580,647509,2010,10,1500
14580,647510,2010,11,1700
14580,647511,2010,12,6000
14582,647512,2010,01,12200
14582,647513,2010,02,13100
14582,647514,2010,03,5800
14582,647515,2010,04,3300
14582,647516,2010,05,1300
14582,647517,2010,06,600
14582,647518,2010,07,500
14582,647519,2010,08,500
14582,647520,2010,09,400
14582,647521,2010,10,600
14582,647522,2010,11,2300
14582,647523,2010,12,7300
14585,647524,2010,01,6400
14585,647525,2010,02,7400
14585,647526,2010,03,7200
14585,647527,2010,04,4000
14585,647528,2010,05,1200
14585,647529,2010,06,900
14585,647530,2010,07,800
14585,647531,2010,08,800
14585,647532,2010,09,700
14585,647533,2010,10,900
14585,647534,2010,11,1400
14585,647535,2010,12,4200
14588,647536,2010,01,1000
14588,647537,2010,02,1000
14588,647538,2010,03,900
14588,647539,2010,04,900
14588,647540,2010,05,800
14588,647541,2010,06,600
14588,647542,2010,07,700
14588,647543,2010,08,700
14588,647544,2010,09,700
14588,647545,2010,10,600
14588,647546,2010,11,700
14588,647547,2010,12,1200
14589,647548,2010,01,12700
14589,647549,2010,02,7300
14589,647550,2010,03,11000
14589,647551,2010,04,4600
14589,647552,2010,05,1600
14589,647553,2010,06,1000
14589,647554,2010,07,1300
14589,647555,2010,08,1000
14589,647556,2010,09,1300
14589,647557,2010,10,400
14589,647558,2010,11,3700
14589,647559,2010,12,6400
14611,647560,2010,01,4900
14611,647561,2010,02,8200
14611,647562,2010,03,8800
14612,647563,2010,01,11500
14612,647564,2010,02,4800
14612,647565,2010,03,10000
14612,647566,2010,04,2600
14612,647567,2010,05,1000
14612,647568,2010,06,800
14612,647569,2010,07,900
14612,647570,2010,08,700
14612,647571,2010,09,800
14612,647572,2010,10,900
14612,647573,2010,11,2000
14612,647574,2010,12,6800
14627,647575,2010,01,6200
14627,647576,2010,02,7800
14627,647577,2010,03,7900
14627,647578,2010,04,3800
14627,647579,2010,05,800
14627,647580,2010,06,600
14627,647581,2010,07,500
14627,647582,2010,08,600
14627,647583,2010,09,500
14627,647584,2010,10,500
14627,647585,2010,11,700
14627,647586,2010,12,2200
14631,647587,2010,01,11500
14631,647588,2010,02,5500
14631,647589,2010,03,8100
14631,647590,2010,04,1900
14631,647591,2010,05,800
14631,647592,2010,06,500
14631,647593,2010,07,600
14631,647594,2010,08,500
14631,647595,2010,09,600
14631,647596,2010,10,700
14631,647597,2010,11,1200
14631,647598,2010,12,5100
14632,647599,2010,01,20400
14632,647600,2010,02,11200
14632,647601,2010,03,17700
14632,647602,2010,04,4900
14632,647603,2010,05,1500
14632,647604,2010,06,1800
14632,647605,2010,07,1500
14632,647606,2010,08,600
14632,647607,2010,09,1400
14632,647608,2010,10,1600
14632,647609,2010,11,5300
14632,647610,2010,12,10900
14633,648705,2010,01,10800
14633,648706,2010,02,4900
14633,648707,2010,03,8200
14633,648708,2010,04,2100
14633,648709,2010,05,900
14633,648710,2010,06,1200
14633,648711,2010,07,1200
14633,648712,2010,08,1200
14633,648713,2010,09,900
14633,648714,2010,10,700
14633,648715,2010,11,1400
14633,648716,2010,12,4500
14635,648717,2010,01,11000
14635,648718,2010,02,7000
14635,648719,2010,03,10000
14635,648720,2010,04,2500
14635,648721,2010,05,100
14635,648722,2010,11,400
14635,648723,2010,12,5500
14636,648724,2010,01,11800
14636,648725,2010,02,11100
14636,648726,2010,03,9200
14636,648727,2010,05,3000
14636,648728,2010,06,4100
14636,648729,2010,08,4500
14636,648730,2010,09,2600
14636,648731,2010,10,2600
14636,648732,2010,11,5800
14636,648733,2010,12,13500
14637,648734,2010,01,1800
14637,648735,2010,02,200
14637,648736,2010,03,3300
14637,648737,2010,11,200
14637,648738,2010,12,2100
14639,648739,2010,01,12100
14639,648740,2010,02,8800
14639,648741,2010,03,7400
14639,648742,2010,04,2900
14639,648743,2010,05,1700
14639,648744,2010,06,1200
14639,648745,2010,07,600
14639,648746,2010,08,500
14639,648747,2010,09,700
14639,648748,2010,10,1000
14639,648749,2010,11,2800
14639,648750,2010,12,10500
14648,648751,2010,01,18500
14648,648752,2010,02,9200
14648,648753,2010,03,14800
14648,648754,2010,04,4500
14648,648755,2010,05,1400
14648,648756,2010,06,1600
14648,648757,2010,07,800
14648,648758,2010,08,400
14648,648759,2010,09,700
14648,648760,2010,10,600
14648,648761,2010,11,1200
14648,648762,2010,12,1400
14650,648763,2010,01,6300
14650,648764,2010,02,4600
14650,648765,2010,03,3000
14650,648766,2010,05,1500
14650,648767,2010,06,1900
14650,648768,2010,08,1900
14650,648769,2010,09,1000
14650,648770,2010,10,1200
14650,648771,2010,11,1600
14650,648772,2010,12,6400
14651,648773,2010,01,10900
14651,648774,2010,02,8700
14651,648775,2010,03,5800
14651,648776,2010,05,2000
14651,648777,2010,06,3000
14651,648778,2010,08,2900
14651,648779,2010,09,1500
14651,648780,2010,10,1800
14651,648781,2010,11,2700
14651,648782,2010,12,9100
14654,648783,2010,01,9100
14654,648784,2010,02,6900
14654,648785,2010,03,3900
14654,648786,2010,05,700
14654,648787,2010,06,900
14654,648788,2010,08,600
14654,648789,2010,09,600
14654,648790,2010,10,600
14654,648791,2010,11,900
14654,648792,2010,12,11600
14655,648793,2010,01,3500
14655,648794,2010,02,2200
14655,648795,2010,03,2400
14655,648796,2010,05,1200
14655,648797,2010,06,1200
14655,648798,2010,08,1200
14655,648799,2010,09,600
14655,648800,2010,10,800
14655,648801,2010,11,2400
14655,648802,2010,12,6400
14656,648803,2010,01,6000
14656,648804,2010,02,3600
14656,648805,2010,03,2800
14656,648806,2010,05,900
14656,648807,2010,06,1400
14656,648808,2010,08,1300
14656,648809,2010,09,600
14656,648810,2010,10,600
14656,648811,2010,11,1200
14656,648812,2010,12,5500
14657,648813,2010,01,5900
14657,648814,2010,02,5400
14657,648815,2010,03,4600
14657,648816,2010,05,600
14657,648817,2010,06,400
14657,648818,2010,12,7100
14658,648819,2010,01,1400
14658,648820,2010,02,7100
14658,648821,2010,03,1800
14658,648822,2010,04,15900
14658,648823,2010,05,2100
14658,648824,2010,06,1000
14658,648825,2010,07,1000
14658,648826,2010,08,1500
14658,648827,2010,09,1100
14658,648828,2010,10,1000
14658,648829,2010,11,1300
14658,648830,2010,12,2700
14659,648831,2010,01,7900
14659,648832,2010,02,9500
14659,648833,2010,03,8500
14659,648834,2010,04,3900
14659,648835,2010,05,600
14659,648836,2010,06,400
14659,648837,2010,07,200
14659,648838,2010,08,400
14659,648839,2010,09,300
14659,648840,2010,10,300
14659,648841,2010,11,600
14659,648842,2010,12,4000
14661,653959,2010,01,5800
14661,653960,2010,02,3200
14661,653961,2010,03,2600
14661,653962,2010,04,1200
14661,653963,2010,05,800
14661,653964,2010,06,600
14661,653965,2010,07,600
14661,653966,2010,08,700
14661,653967,2010,09,600
14661,653968,2010,10,700
14661,653969,2010,11,800
14661,653970,2010,12,3900
14666,653971,2010,01,7600
14666,653972,2010,02,4000
14666,653973,2010,03,4400
14666,653974,2010,04,1400
14666,653975,2010,05,1000
14666,653976,2010,06,800
14666,653977,2010,07,800
14666,653978,2010,08,800
14666,653979,2010,09,800
14666,653980,2010,10,800
14666,653981,2010,11,1300
14666,653982,2010,12,4500
14671,653983,2010,01,14800
14671,653984,2010,02,7500
14671,653985,2010,03,8300
14671,653986,2010,04,2700
14671,653987,2010,05,2200
14671,653988,2010,06,1800
14671,653989,2010,07,2100
14671,653990,2010,08,1500
14671,653991,2010,09,1400
14671,653992,2010,10,1800
14671,653993,2010,11,2600
14671,653994,2010,12,7700
14677,653995,2010,01,5500
14677,653996,2010,02,3500
14677,653997,2010,03,5400
14677,653998,2010,04,1700
14677,653999,2010,05,800
14677,654000,2010,06,500
14677,654001,2010,07,800
14677,654002,2010,08,400
14677,654003,2010,09,600
14677,654004,2010,10,700
14677,654005,2010,11,700
14677,654006,2010,12,2700
14683,654007,2010,02,600
14683,654008,2010,03,300
14683,654009,2010,04,400
14683,654010,2010,05,1300
14683,654011,2010,06,1300
14683,654012,2010,07,1000
14683,654013,2010,08,1400
14683,654014,2010,09,900
14683,654015,2010,10,900
14683,654016,2010,11,1200
14683,654017,2010,12,3100
14689,654018,2010,01,2700
14689,654019,2010,02,1600
14689,654020,2010,03,1500
14689,654021,2010,04,1600
14689,654022,2010,05,1300
14689,654023,2010,06,800
14689,654024,2010,07,700
14689,654025,2010,08,800
14689,654026,2010,09,600
14689,654027,2010,10,800
14689,654028,2010,11,900
14689,654029,2010,12,1200
14691,654030,2010,01,7000
14691,654031,2010,02,4900
14691,654032,2010,03,3700
14691,654033,2010,04,1500
14691,654034,2010,05,1200
14691,654035,2010,06,1000
14691,654036,2010,07,800
14691,654037,2010,08,800
14691,654038,2010,09,900
14691,654039,2010,10,1000
14691,654040,2010,11,1200
14691,654041,2010,12,5500
14692,654042,2010,01,8100
14692,654043,2010,02,5500
14692,654044,2010,03,7000
14692,654045,2010,04,2600
14692,654046,2010,05,1000
14692,654047,2010,06,800
14692,654048,2010,07,700
14692,654049,2010,08,800
14692,654050,2010,09,600
14692,654051,2010,10,600
14692,654052,2010,11,900
14692,654053,2010,12,3100
14700,654054,2010,01,14600
14700,654055,2010,02,10600
14700,654056,2010,03,7900
14700,654057,2010,04,1800
14700,654058,2010,05,1300
14700,654059,2010,06,1000
14700,654060,2010,07,1000
14700,654061,2010,08,1000
14700,654062,2010,09,1200
14700,654063,2010,10,1300
14700,654064,2010,11,3000
14700,654065,2010,12,13600
14703,654066,2010,01,8900
14703,654067,2010,02,10900
14703,654068,2010,03,10700
14703,654069,2010,04,6900
14703,654070,2010,05,1600
14703,654071,2010,06,1300
14703,654072,2010,07,1500
14703,654073,2010,08,1000
14703,654074,2010,09,1000
14703,654075,2010,10,1000
14703,654076,2010,11,1200
14703,654077,2010,12,3600
14707,654078,2010,01,20900
14707,654079,2010,02,3000
14707,654080,2010,03,12400
14707,654081,2010,04,3900
14707,654082,2010,05,800
14707,654083,2010,06,700
14707,654084,2010,07,800
14707,654085,2010,08,600
14707,654086,2010,09,800
14707,654087,2010,10,600
14707,654088,2010,11,2900
14707,654089,2010,12,9200
14709,654090,2010,01,4000
14709,654091,2010,02,2900
14709,654092,2010,03,3200
14709,654093,2010,04,3200
14709,654094,2010,05,3200
14709,654095,2010,06,2300
14709,654096,2010,07,2800
14709,654097,2010,08,2700
14709,654098,2010,09,1200
14709,654099,2010,10,1800
14709,654100,2010,11,2100
14709,654101,2010,12,2000
14714,654102,2010,01,6100
14714,654103,2010,02,3500
14714,654104,2010,03,5500
14714,654105,2010,04,1600
14714,654106,2010,05,1200
14714,654107,2010,06,900
14714,654108,2010,07,900
14714,654109,2010,08,800
14714,654110,2010,09,800
14714,654111,2010,10,1000
14714,654112,2010,11,1300
14714,654113,2010,12,2700
14718,654114,2010,01,14500
14718,654115,2010,02,7200
14718,654116,2010,03,12200
14718,654117,2010,04,3800
14718,654118,2010,05,1400
14718,654119,2010,06,1400
14718,654120,2010,07,1600
14718,654121,2010,08,1400
14718,654122,2010,09,1500
14718,654123,2010,10,1300
14718,654124,2010,11,2300
14718,654125,2010,12,6200
14719,654126,2010,01,4400
14719,654127,2010,02,2400
14719,654128,2010,03,4000
14719,654129,2010,04,1500
14719,654130,2010,05,1000
14719,654131,2010,06,700
14719,654132,2010,07,800
14719,654133,2010,08,500
14719,654134,2010,09,700
14719,654135,2010,10,800
14719,654136,2010,11,700
14719,654137,2010,12,1600
14722,654138,2010,01,4600
14722,654139,2010,02,6300
14722,654140,2010,03,5200
14722,654141,2010,04,3100
14722,654142,2010,05,300
14722,654143,2010,11,200
14722,654144,2010,12,1700
14724,654145,2010,01,5200
14724,654146,2010,02,18000
14724,654147,2010,03,12700
14724,654148,2010,04,3000
14724,654149,2010,05,1500
14724,654150,2010,06,1200
14724,654151,2010,07,1500
14724,654152,2010,08,1300
14724,654153,2010,09,1600
14724,654154,2010,10,1500
14724,654155,2010,11,2100
14724,654156,2010,12,6400
14725,654157,2010,01,11700
14725,654158,2010,02,5200
14725,654159,2010,03,8400
14725,654160,2010,04,2400
14725,654161,2010,05,900
14725,654162,2010,06,900
14725,654163,2010,07,900
14725,654164,2010,08,700
14725,654165,2010,09,900
14725,654166,2010,10,800
14725,654167,2010,11,1000
14725,654168,2010,12,3900
14726,654169,2010,01,6100
14726,654170,2010,02,2700
14726,654171,2010,03,2400
14726,654172,2010,04,1500
14726,654173,2010,05,1500
14726,654174,2010,06,1000
14726,654175,2010,07,1400
14726,654176,2010,08,800
14726,654177,2010,09,900
14726,654178,2010,10,1000
14726,654179,2010,11,900
14726,654180,2010,12,1200
14728,654181,2010,01,8900
14728,654182,2010,02,2700
14728,654183,2010,03,5300
14728,654184,2010,04,2100
14728,654185,2010,05,1500
14728,654186,2010,06,1400
14728,654187,2010,07,900
14728,654188,2010,08,1200
14728,654189,2010,09,1200
14728,654190,2010,10,1300
14728,654191,2010,11,1200
14728,654192,2010,12,2400
14737,654193,2010,01,6100
14737,654194,2010,02,9900
14737,654195,2010,03,8400
14737,654196,2010,04,2800
14737,654197,2010,05,1200
14737,654198,2010,06,700
14737,654199,2010,07,500
14737,654200,2010,08,700
14737,654201,2010,09,700
14737,654202,2010,10,1000
14737,654203,2010,11,1800
14737,654204,2010,12,4000
14745,654205,2010,01,7400
14745,654206,2010,02,4400
14745,654207,2010,03,7000
14745,654208,2010,04,900
14745,654209,2010,11,400
14745,654210,2010,12,2200
14746,654211,2010,01,1500
14746,654212,2010,02,1700
14746,654213,2010,03,1400
14746,654214,2010,04,1400
14746,654215,2010,05,900
14746,654216,2010,06,700
14746,654217,2010,07,700
14746,654218,2010,08,600
14746,654219,2010,09,800
14746,654220,2010,10,800
14746,654221,2010,11,900
14746,654222,2010,12,1000
14747,654223,2010,01,8900
14747,654224,2010,02,4500
14747,654225,2010,03,8400
14747,654226,2010,04,2600
14747,654227,2010,05,1500
14747,654228,2010,06,1000
14747,654229,2010,07,1000
14747,654230,2010,08,1200
14747,654231,2010,09,1900
14747,654232,2010,10,1500
14747,654233,2010,11,1900
14747,654234,2010,12,4300
14749,654235,2010,01,5800
14749,654236,2010,02,7100
14749,654237,2010,03,7000
14749,654238,2010,04,4200
14749,654239,2010,05,800
14749,654240,2010,06,700
14749,654241,2010,07,600
14749,654242,2010,08,600
14749,654243,2010,09,600
14749,654244,2010,10,800
14749,654245,2010,11,900
14749,654246,2010,12,3600
14750,654247,2010,01,5600
14750,654248,2010,02,3500
14750,654249,2010,03,5500
14750,654250,2010,04,2400
14750,654251,2010,05,1600
14750,654252,2010,06,1300
14750,654253,2010,07,1700
14750,654254,2010,08,1300
14750,654255,2010,09,1400
14750,654256,2010,10,1600
14750,654257,2010,11,1400
14750,654258,2010,12,3000
14754,654259,2010,01,12100
14754,654260,2010,02,6500
14754,654261,2010,03,10400
14754,654262,2010,04,3100
14754,654263,2010,05,1800
14754,654264,2010,06,1600
14754,654265,2010,07,1600
14754,654266,2010,08,1400
14754,654267,2010,09,1500
14754,654268,2010,10,1700
14754,654269,2010,11,2500
14754,654270,2010,12,6300
14755,654271,2010,01,6200
14755,654272,2010,02,2500
14755,654273,2010,03,4900
14755,654274,2010,04,800
14755,654275,2010,05,600
14755,654276,2010,06,1000
14755,654277,2010,07,1400
14755,654278,2010,08,1200
14755,654279,2010,09,1200
14755,654280,2010,10,1300
14755,654281,2010,11,1600
14755,654282,2010,12,3800
14756,654283,2010,01,5900
14756,654284,2010,02,3100
14756,654285,2010,03,4700
14756,654286,2010,04,1800
14756,654287,2010,05,1000
14756,654288,2010,06,700
14756,654289,2010,07,1000
14756,654290,2010,08,700
14756,654291,2010,09,800
14756,654292,2010,10,900
14756,654293,2010,11,1200
14756,654294,2010,12,2700
14762,654295,2010,01,25000
14762,654296,2010,02,14200
14762,654297,2010,03,19300
14762,654298,2010,04,6300
14762,654299,2010,05,1400
14762,654300,2010,06,1000
14762,654301,2010,07,900
14762,654302,2010,08,900
14762,654303,2010,09,1200
14762,654304,2010,10,900
14762,654305,2010,11,3700
14762,654306,2010,12,11800
14768,654307,2010,01,15000
14768,654308,2010,02,15500
14768,654309,2010,03,15600
14768,654310,2010,04,9100
14768,654311,2010,06,100
14768,654312,2010,12,7100
14791,654313,2010,04,5800
14791,654314,2010,10,200
14796,654315,2010,01,1400
14796,654316,2010,02,1300
14796,654317,2010,03,1500
14796,654318,2010,04,1000
14796,654319,2010,05,900
14796,654320,2010,06,800
14796,654321,2010,07,800
14796,654322,2010,08,800
14796,654323,2010,09,800
14796,654324,2010,10,900
14796,654325,2010,11,900
14796,654326,2010,12,1700
14813,654327,2010,01,400
14813,654328,2010,02,300
14813,654329,2010,03,400
14813,654330,2010,04,400
14813,654331,2010,05,400
14813,654332,2010,06,400
14813,654333,2010,07,500
14813,654334,2010,08,600
14813,654335,2010,09,800
14813,654336,2010,10,900
14813,654337,2010,11,1000
14813,654338,2010,12,4700
14815,654339,2010,01,3300
14815,654340,2010,02,600
14815,654341,2010,03,3500
14815,654342,2010,04,1600
14815,654343,2010,05,300
14815,654344,2010,06,300
14815,654345,2010,07,300
14815,654346,2010,08,300
14815,654347,2010,09,300
14829,654348,2010,01,100
14829,654349,2010,02,100
14829,654350,2010,04,100
14829,654351,2010,06,100
14829,654352,2010,08,100
14829,654353,2010,11,100
14830,654354,2010,01,14000
14830,654355,2010,02,14300
14830,654356,2010,03,15400
14830,654357,2010,04,9100
14830,654358,2010,05,500
14830,654359,2010,10,100
14830,654360,2010,11,800
14830,654361,2010,12,6100
14833,654362,2010,01,2200
14833,654363,2010,02,2000
14833,654364,2010,03,2000
14833,654365,2010,04,2000
14833,654366,2010,05,2100
14833,654367,2010,06,2000
14833,654368,2010,07,1400
14833,654369,2010,08,900
14833,654370,2010,09,1600
14833,654371,2010,10,1500
14833,654372,2010,11,1500
14833,654373,2010,12,2000
14841,654374,2010,01,600
14841,654375,2010,02,600
14841,654376,2010,03,500
14841,654377,2010,04,600
14841,654378,2010,05,400
14841,654379,2010,06,500
14841,654380,2010,07,500
14841,654381,2010,08,300
14841,654382,2010,09,500
14841,654383,2010,10,400
14841,654384,2010,11,400
14841,654385,2010,12,600
14846,654386,2010,01,18300
14846,654387,2010,02,13400
14846,654388,2010,03,7700
14846,654389,2010,04,900
14846,654390,2010,07,100
14846,654391,2010,09,100
14846,654392,2010,10,100
14846,654393,2010,11,400
14846,654394,2010,12,18600
14848,654395,2010,01,11100
14848,654396,2010,02,7300
14848,654397,2010,03,10800
14848,654398,2010,04,3300
14848,654399,2010,05,1600
14848,654400,2010,06,1000
14848,654401,2010,07,1200
14848,654402,2010,08,800
14848,654403,2010,09,900
14848,654404,2010,10,1000
14848,654405,2010,11,1900
14848,654406,2010,12,4700
14869,654407,2010,07,200
14869,654408,2010,08,600
14869,654409,2010,09,800
14869,654410,2010,10,700
14869,654411,2010,11,1400
14869,654412,2010,12,4200
14870,654413,2010,01,9600
14870,654414,2010,02,5800
14870,654415,2010,03,9700
14870,654416,2010,04,2800
14870,654417,2010,05,1600
14870,654418,2010,06,1800
14870,654419,2010,07,1200
14870,654420,2010,08,1300
14870,654421,2010,09,1800
14870,654422,2010,10,1700
14870,654423,2010,11,2100
14870,654424,2010,12,4700
14871,654425,2010,01,17600
14871,654426,2010,02,14100
14871,654427,2010,03,16400
14871,654428,2010,04,8300
14871,654429,2010,05,1700
14871,654430,2010,06,1400
14871,654431,2010,07,1600
14871,654432,2010,08,1900
14871,654433,2010,09,1000
14871,654434,2010,10,1600
14871,654435,2010,11,1900
14871,654436,2010,12,7800
14877,654437,2010,01,4600
14877,654438,2010,02,2500
14877,654439,2010,03,3700
14877,654440,2010,04,1400
14877,654441,2010,05,700
14877,654442,2010,06,500
14877,654443,2010,07,500
14877,654444,2010,08,400
14877,654445,2010,09,400
14877,654446,2010,10,400
14877,654447,2010,11,700
14877,654448,2010,12,1800
14881,654449,2010,01,30100
14881,654450,2010,02,14000
14881,654451,2010,03,21200
14881,654452,2010,04,5300
14881,654453,2010,05,2300
14881,654454,2010,06,2400
14881,654455,2010,07,2200
14881,654456,2010,08,1900
14881,654457,2010,09,2200
14881,654458,2010,10,2200
14881,654459,2010,11,5100
14881,654460,2010,12,18500
14882,654461,2010,01,14000
14882,654462,2010,02,12200
14882,654463,2010,03,6700
14882,654464,2010,04,1800
14882,654465,2010,05,700
14882,654466,2010,06,500
14882,654467,2010,07,500
14882,654468,2010,08,300
14882,654469,2010,09,700
14882,654470,2010,10,600
14882,654471,2010,11,3700
14882,654472,2010,12,12800
14891,648231,2010,01,600
14891,648232,2010,02,21700
14891,648233,2010,03,12100
14891,648234,2010,04,3300
14891,648235,2010,05,2500
14891,648236,2010,06,11900
14891,648237,2010,07,400
14891,648238,2010,08,500
14891,648239,2010,09,400
14891,648240,2010,10,400
14891,648241,2010,11,400
14891,648242,2010,12,400
14892,648243,2010,01,10700
14892,648244,2010,02,12500
14892,648245,2010,03,12700
14892,648246,2010,04,6200
14892,648247,2010,05,1300
14892,648248,2010,06,1200
14892,648249,2010,07,1000
14892,648250,2010,08,800
14892,648251,2010,09,1000
14892,648252,2010,10,1000
14892,648253,2010,11,1200
14892,648254,2010,12,3500
14895,648255,2010,01,13900
14895,648256,2010,02,8500
14895,648257,2010,03,13100
14895,648258,2010,04,3800
14895,648259,2010,05,700
14895,648260,2010,06,400
14895,648261,2010,07,500
14895,648262,2010,08,500
14895,648263,2010,09,500
14895,648264,2010,10,400
14895,648265,2010,11,500
14895,648266,2010,12,1500
14903,648267,2010,02,2800
14903,648268,2010,03,3900
14903,648269,2010,04,2400
14903,648270,2010,05,1200
14903,648271,2010,06,600
14903,648272,2010,07,700
14903,648273,2010,08,600
14903,648274,2010,09,700
14903,648275,2010,10,800
14903,648276,2010,11,1200
14903,648277,2010,12,4500
14904,648278,2010,01,25400
14904,648279,2010,02,13700
14904,648280,2010,03,15800
14904,648281,2010,04,5200
14904,648282,2010,05,2600
14904,648283,2010,06,2100
14904,648284,2010,07,2300
14904,648285,2010,08,2000
14904,648286,2010,09,1500
14904,648287,2010,10,1500
