DataJamID,FACILITYTYPEID,YEARCOMPLETED,CENSUSDIVISIONID,GROSSFLOORAREA,NUMFLOORS,WALLTYPEID,WINDOWGLASSTYPE,ATTICINSTHICKNESS,WALLINSTHICKNESS,ZIPCODE,CLIMATEZONEID,ASSET_HEATING_FUEL_ID,HEATING_SYS,HEATINGSYST_EFF,HEATINGSYST_EFF_FLAG,ASSET_COOLING_FUEL_ID,COOLING_SYS,COOLINGSYST_EFF,COOLINGSYST_EFF_FLAG
6417,1,2000,,1758,1,,,,,32607,,2,4,,,2,19,10,
6418,1,1989,,1484,1,,,,,32606,,1,1,,,2,19,8,
6419,1,1983,,1554,1,,,,,32606,,1,1,,,2,19,7,
6420,1,1998,,1714,,,,,,32653,,2,4,,,2,19,10,
6421,1,1999,,2243,1,,,,,32607,,2,4,,,2,19,10,
6422,1,1983,,1480,1,,,,,32606,,1,1,,,2,19,7,
6423,1,1982,,1404,1,,,,,32605,,2,4,,,2,19,7,
6424,1,1980,,1328,1,,,,,32605,,2,4,,,2,19,13,
6425,1,1984,,2436,1,,,,,32605,,2,4,,,2,19,7,
6426,1,1978,,1993,1,,,,,32605,,2,4,,,2,19,6,
6427,1,1967,,2163,1,,,,,32641,,2,4,,,2,19,6,
6428,1,1990,,1177,1,,,,,32606,,2,4,,,2,19,8,
6429,1,2000,,1972,,,,,,32653,,2,4,,,2,19,10,
6430,1,1986,,1428,1,,,,,32607,,1,1,,,2,19,8,
6431,1,1976,,2204,2,,,,,32605,,2,4,,,2,19,6,
6432,1,1989,,1476,1,,,,,32606,,2,4,,,2,19,8,
6433,1,1988,,1730,2,,,,,32653,,1,1,,,2,19,8,
6434,1,1990,,1686,1,,,,,32606,,2,4,,,2,19,8,
6435,1,1994,,2957,1,,,,,32605,,2,4,,,2,19,10,
6436,1,1988,,1275,1,,,,,32606,,2,4,,,2,19,8,
6437,1,1987,,2578,1,,,,,32605,,2,4,,,2,19,8,
6438,1,1992,,1776,,,,,,32653,,2,4,,,2,19,10,
6439,1,2004,,4081,1,,,,,32608,,2,4,,,2,19,10,
6440,1,1989,,1398,1,,,,,32653,,1,1,,,2,19,8,
6441,1,1992,,1540,1,,,,,32653,,2,4,,,2,19,10,
6442,1,1978,,3576,1,,,,,32605,,2,4,,,2,19,6,
6443,1,1967,,1566,1,,,,,32605,,2,4,,,2,19,6,
6444,1,1977,,1784,1,,,,,32605,,2,4,,,2,19,6,
6445,1,1979,,2514,1,,,,,32605,,2,4,,,2,19,6,
6446,1,1989,,1359,1,,,,,32606,,2,4,,,2,19,8,
6447,1,1988,,1379,1,,,,,32653,,1,1,,,2,19,8,
6448,1,1986,,1301,1,,,,,32607,,1,1,,,2,19,8,
6449,1,1987,,1392,1,,,,,32606,,2,4,,,2,19,8,
6450,1,2000,,1585,1,,,,,32653,,2,4,,,2,19,10,
6451,1,1999,,1663,1,,,,,32653,,2,4,,,2,19,10,
6452,1,1989,,1430,1,,,,,32653,,1,1,,,2,19,8,
6453,1,1993,,1464,1,,,,,32653,,2,4,,,2,19,10,
6454,1,1971,,2128,1,,,,,32605,,2,4,,,2,19,6,
6455,1,1970,,1950,1,,,,,32605,,2,4,,,2,19,6,
6456,1,1984,,1258,1,,,,,32608,,2,4,,,2,19,7,
6457,1,1984,,1387,1,,,,,32608,,2,4,,,2,19,7,
6458,1,1987,,1440,1,,,,,32608,,2,4,,,2,19,8,
6459,1,1993,,3073,1,,,,,32608,,2,4,,,2,19,10,
6460,1,1987,,1103,1,,,,,32608,,2,4,,,2,19,8,
6461,1,1993,,2803,,,,,,32608,,2,4,,,2,19,10,
6462,1,1986,,983,1,,,,,32608,,2,4,,,2,19,8,
6463,1,1972,,1144,1,,,,,32605,,2,4,,,2,19,6,
6464,1,1972,,1475,1,,,,,32605,,2,4,,,2,19,6,
6465,1,1973,,1282,1,,,,,32606,,1,1,,,2,19,6,
6466,1,1978,,1500,1,,,,,32608,,2,4,,,2,19,6,
6467,1,1993,,948,1,,,,,32608,,2,4,,,2,19,10,
6468,1,1981,,1260,1,,,,,32605,,2,4,,,2,19,7,
6469,1,1972,,1460,1,,,,,32605,,2,4,,,2,19,6,
6470,1,1972,,1548,1,,,,,32605,,2,4,,,2,19,6,
6471,1,1971,,1800,1,,,,,32605,,2,4,,,2,19,6,
6472,1,1972,,1255,1,,,,,32605,,2,4,,,2,19,6,
6473,1,1991,,1935,1,,,,,32653,,2,4,,,2,19,10,
6474,1,1994,,3388,1,,,,,32606,,2,4,,,2,19,10,
6475,1,1966,,1225,1,,,,,32641,,2,4,,,,,,
6476,1,1984,,1388,1,,,,,32608,,2,4,,,2,19,7,
6477,1,1991,,1626,1,,,,,32653,,2,4,,,2,19,10,
6478,1,1990,,2919,1,,,,,32653,,2,4,,,2,19,8,
6479,1,1984,,1232,1,,,,,32608,,2,4,,,2,19,7,
6480,1,1978,,1638,1,,,,,32606,,2,4,,,2,19,6,
6481,1,1982,,1554,1,,,,,32606,,2,4,,,2,19,7,
6482,1,1967,,1144,1,,,,,32641,,2,4,,,2,19,6,
6483,1,1978,,1356,1,,,,,32606,,2,4,,,2,19,6,
6484,1,1977,,1674,1,,,,,32606,,2,4,,,2,19,6,
6485,1,1963,,1191,1,,,,,32641,,2,4,,,2,19,6,
6486,1,1993,,3230,1,,,,,32608,,2,4,,,2,19,10,
6487,1,1978,,1635,1,,,,,32605,,2,4,,,2,19,6,
6488,1,1987,,1388,1,,,,,32608,,2,4,,,2,19,8,
6489,1,1970,,1988,1,,,,,32605,,2,4,,,2,19,6,
6490,1,1970,,2353,1,,,,,32605,,2,4,,,2,19,6,
6491,1,1973,,1457,1,,,,,32605,,2,4,,,2,19,6,
6492,1,1972,,1289,1,,,,,32605,,2,4,,,2,19,6,
6493,1,1976,,1292,1,,,,,32605,,2,4,,,2,19,6,
6494,1,1972,,1688,1,,,,,32605,,2,4,,,2,19,6,
6495,1,1973,,1248,1,,,,,32606,,1,1,,,2,19,6,
6496,1,1972,,1665,1,,,,,32608,,2,4,,,2,19,6,
6497,1,1970,,2768,1,,,,,32605,,2,4,,,2,19,6,
6498,1,1980,,1260,1,,,,,32605,,2,4,,,2,19,13,
6499,1,1972,,1350,1,,,,,32605,,2,4,,,2,19,6,
6500,1,1972,,1554,1,,,,,32605,,2,4,,,2,19,6,
6501,1,1984,,2342,1,,,,,32605,,2,4,,,2,19,7,
6502,1,1991,,1602,1,,,,,32653,,2,4,,,2,19,10,
6503,1,1991,,1988,1,,,,,32653,,2,4,,,2,19,10,
6504,1,1992,,1919,1,,,,,32605,,2,4,,,2,19,10,
6505,1,1983,,1209,1,,,,,32608,,2,4,,,2,19,7,
6506,1,1971,,2184,3,,,,,32605,,2,4,,,2,19,6,
6507,1,1991,,1630,1,,,,,32653,,2,4,,,2,19,10,
6508,1,1994,,3318,1,,,,,32653,,2,4,,,2,19,10,
6509,1,1991,,1951,1,,,,,32653,,2,4,,,2,19,10,
6510,1,1965,,988,1,,,,,32608,,2,4,,,2,19,6,
6511,1,1986,,1348,1,,,,,32608,,2,4,,,2,19,8,
6512,1,1991,,1973,1,,,,,32653,,2,4,,,2,19,10,
6513,1,1991,,4351,1,,,,,32653,,2,4,,,2,19,10,
6514,1,1997,,4408,2,,,,,32608,,2,4,,,2,19,10,
6515,1,1994,,3362,1,,,,,32653,,2,4,,,2,19,10,
6516,1,1991,,1372,1,,,,,32653,,2,4,,,2,19,10,
6517,1,1992,,1625,1,,,,,32605,,2,4,,,2,19,10,
6518,1,1977,,1866,1,,,,,32606,,2,4,,,2,19,6,
6519,1,1982,,1746,1,,,,,32606,,2,4,,,2,19,7,
6520,1,2003,,3216,2,,,,,32653,,2,4,,,2,19,10,
6521,1,1973,,969,1,,,,,32641,,2,4,,,2,19,6,
6522,1,1991,,1594,1,,,,,32653,,2,4,,,2,19,10,
6523,1,1985,,1926,1,,,,,32606,,2,4,,,2,19,7,
6524,1,1979,,1561,1,,,,,32606,,2,4,,,2,19,6,
6525,1,1972,,1522,1,,,,,32605,,2,4,,,2,19,6,
6526,1,1971,,1125,1,,,,,32605,,2,4,,,2,19,6,
6527,1,1992,,1432,1,,,,,32608,,2,4,,,2,19,10,
6528,1,1994,,1861,1,,,,,32605,,2,4,,,2,19,10,
6529,1,1971,,1025,1,,,,,32605,,2,4,,,2,19,6,
6530,1,1974,,1296,1,,,,,32606,,1,1,,,2,19,6,
6531,1,1991,,1602,1,,,,,32653,,2,4,,,2,19,10,
6532,1,1984,,1328,2,,,,,32608,,2,4,,,2,19,7,
6533,1,1971,,2097,1,,,,,32605,,2,4,,,2,19,6,
6534,1,1971,,2086,1,,,,,32605,,2,4,,,2,19,6,
6535,1,1991,,1974,1,,,,,32653,,2,4,,,2,19,10,
6536,1,2002,,3313,1,,,,,32653,,2,4,,,2,19,10,
6537,1,1983,,1003,1,,,,,32608,,2,4,,,2,19,7,
6538,1,1971,,2465,1,,,,,32605,,2,4,,,2,19,6,
6539,1,1972,,1324,1,,,,,32605,,2,4,,,2,19,6,
6540,1,1981,,1505,1,,,,,32606,,2,4,,,2,19,7,
6541,1,1991,,1615,1,,,,,32653,,2,4,,,2,19,10,
6542,1,1987,,1367,1,,,,,32605,,2,4,,,2,19,8,
6543,1,1981,,1640,1,,,,,32606,,2,4,,,2,19,7,
6544,1,1984,,1272,1,,,,,32608,,2,4,,,2,19,7,
6545,1,1991,,1626,1,,,,,32653,,2,4,,,2,19,10,
6546,1,1992,,1429,1,,,,,32605,,2,4,,,2,19,10,
6547,1,1994,,1393,1,,,,,32605,,2,4,,,2,19,10,
6548,1,1992,,2688,1,,,,,32653,,2,4,,,2,19,10,
6549,1,1978,,1600,1,,,,,32606,,2,4,,,2,19,6,
6550,1,1967,,1082,1,,,,,32641,,2,4,,,2,19,6,
6551,1,1984,,2002,1,,,,,32606,,2,4,,,2,19,7,
6552,1,1978,,1713,1,,,,,32606,,2,4,,,2,19,6,
6553,1,1993,,2960,1,,,,,32608,,2,4,,,2,19,10,
6554,1,1991,,1633,1,,,,,32653,,2,4,,,2,19,10,
6555,1,1980,,1365,1,,,,,32606,,2,4,,,2,19,13,
6556,1,1978,,1717,1,,,,,32606,,2,4,,,2,19,6,
6557,1,1992,,1296,1,,,,,32608,,2,4,,,2,19,10,
6558,1,1981,,972,1,,,,,32605,,2,4,,,2,19,7,
6559,1,1971,,1486,1,,,,,32605,,2,4,,,2,19,6,
6560,1,1991,,1316,2,,,,,32608,,2,4,,,2,19,10,
6561,1,1993,,2964,1,,,,,32608,,2,4,,,2,19,10,
6562,1,1972,,1920,1,,,,,32605,,2,4,,,2,19,6,
6563,1,1971,,1392,1,,,,,32605,,2,4,,,2,19,6,
6564,1,1985,,1201,1,,,,,32608,,2,4,,,2,19,7,
6565,1,1993,,1008,2,,,,,32608,,2,4,,,2,19,10,
6566,1,1986,,1000,1,,,,,32608,,2,4,,,2,19,8,
6567,1,1984,,3747,1,,,,,32605,,2,4,,,2,19,7,
6568,1,1993,,1116,2,,,,,32608,,2,4,,,2,19,10,
6569,1,1984,,1297,1,,,,,32608,,2,4,,,2,19,7,
6570,1,1984,,1216,1,,,,,32608,,2,4,,,2,19,7,
6571,1,1993,,990,2,,,,,32608,,2,4,,,2,19,10,
6572,1,1993,,990,2,,,,,32608,,2,4,,,2,19,10,
6573,1,1984,,1276,1,,,,,32608,,2,4,,,2,19,7,
6574,1,1993,,990,2,,,,,32608,,2,4,,,2,19,10,
6575,1,1993,,990,2,,,,,32608,,2,4,,,2,19,10,
6576,1,1968,,2187,1,,,,,32605,,2,4,,,2,19,6,
6577,1,1972,,1628,1,,,,,32605,,2,4,,,2,19,6,
6578,1,1972,,1341,1,,,,,32608,,1,1,,,2,19,6,
6579,1,1982,,2292,1,,,,,32605,,2,4,,,2,19,7,
6580,1,1966,,2317,1,,,,,32605,,2,4,,,2,19,6,
6581,1,1975,,1716,1,,,,,32605,,2,4,,,2,19,6,
6582,1,1987,,1244,1,,,,,32605,,2,4,,,2,19,8,
6583,1,1979,,2096,1,,,,,32606,,2,4,,,2,19,6,
6584,1,1974,,1436,1,,,,,32605,,2,4,,,2,19,6,
6585,1,2005,,3676,2,,,,,32606,,2,4,,,2,19,12,
6586,1,1984,,2271,1,,,,,32606,,2,4,,,2,19,7,
6587,1,1984,,2533,1,,,,,32608,,2,4,,,2,19,7,
6588,1,1991,,3379,1,,,,,32608,,2,4,,,2,19,10,
6589,1,1980,,1459,1,,,,,32605,,2,4,,,2,19,13,
6590,1,1977,,816,1,,,,,32605,,2,4,,,2,19,6,
6591,1,1979,,1604,1,,,,,32605,,2,4,,,2,19,6,
6592,1,1973,,1647,1,,,,,32605,,2,4,,,2,19,6,
6593,1,1979,,1316,1,,,,,32605,,2,4,,,2,19,6,
6594,1,1977,,953,1,,,,,32605,,2,4,,,2,19,6,
6595,1,1979,,1286,1,,,,,32605,,2,4,,,2,19,6,
6596,1,1969,,1116,1,,,,,32605,,2,4,,,2,19,6,
6597,1,1979,,2060,1,,,,,32606,,2,4,,,2,19,6,
6598,1,1968,,1416,1,,,,,32605,,2,4,,,2,19,6,
6599,1,1979,,1392,1,,,,,32605,,2,4,,,2,19,6,
6600,1,1979,,1224,1,,,,,32605,,2,4,,,2,19,6,
6601,1,1979,,1286,1,,,,,32605,,2,4,,,2,19,6,
6602,1,1980,,1874,1,,,,,32606,,2,4,,,2,19,13,
6603,1,1969,,1400,1,,,,,32605,,2,4,,,2,19,6,
6604,1,1968,,1416,1,,,,,32605,,2,4,,,2,19,6,
6605,1,1983,,1131,1,,,,,32605,,2,4,,,2,19,7,
6606,1,2000,,2808,2,,,,,32605,,1,1,,,2,19,10,
6607,1,1992,,2796,1,,,,,32608,,2,4,,,2,19,10,
6608,1,1975,,1164,1,,,,,32609,,2,4,,,2,19,6,
6609,1,1979,,1265,1,,,,,32605,,2,4,,,2,19,6,
6610,1,1988,,1923,1,,,,,32606,,2,4,,,2,19,8,
6611,1,1991,,4892,1,,,,,32608,,2,4,,,2,19,10,
6612,1,1999,,2761,2,,,,,32605,,1,1,,,2,19,10,
6613,1,1978,,1939,3,,,,,32606,,2,4,,,2,19,6,
6614,1,1997,,2275,1,,,,,32608,,2,4,,,2,19,10,
6615,1,1983,,1536,1,,,,,32607,,2,4,,,2,19,7,
6616,1,1942,,936,1,,,,,32601,,1,1,,,,,,
6617,1,1980,,1316,1,,,,,32605,,2,4,,,2,19,13,
6618,1,1978,,1686,1,,,,,32605,,2,4,,,2,19,6,
6619,1,2000,,2176,1,,,,,32605,,1,1,,,2,19,10,
6620,1,1990,,1852,1,,,,,32606,,2,4,,,2,19,8,
6621,1,1978,,1680,1,,,,,32606,,2,4,,,2,19,6,
6622,1,1966,,1194,1,,,,,32641,,2,4,,,2,19,6,
6623,1,1978,,1156,1,,,,,32605,,2,4,,,2,19,6,
6624,1,1999,,1857,1,,,,,32605,,1,1,,,2,19,10,
6625,1,1979,,2801,3,,,,,32606,,2,4,,,2,19,6,
6626,1,1990,,2424,1,,,,,32606,,2,4,,,2,19,8,
6627,1,1985,,2255,3,,,,,32606,,2,4,,,2,19,7,
6628,1,1986,,3028,1,,,,,32608,,2,4,,,2,19,8,
6629,1,1991,,2608,1,,,,,32608,,2,4,,,2,19,10,
6630,1,1999,,2179,1,,,,,32605,,1,1,,,2,19,10,
6631,1,1975,,1706,1,,,,,32605,,2,4,,,2,19,6,
6632,1,1979,,1020,1,,,,,32605,,2,4,,,2,19,6,
6633,1,1979,,1152,1,,,,,32605,,2,4,,,2,19,6,
6634,1,1979,,1020,1,,,,,32605,,2,4,,,2,19,6,
6635,1,1970,,1728,1,,,,,32605,,2,4,,,2,19,6,
6636,1,1980,,3193,1,,,,,32606,,2,4,,,2,19,13,
6637,1,1985,,3409,1,,,,,32608,,2,4,,,2,19,7,
6638,1,1963,,1152,1,,,,,32609,,2,4,,,2,19,6,
6639,1,1983,,1092,1,,,,,32605,,2,4,,,2,19,7,
6640,1,1980,,1265,1,,,,,32605,,2,4,,,2,19,13,
6641,1,1978,,1196,1,,,,,32605,,2,4,,,2,19,6,
6642,1,1965,,1292,1,,,,,32605,,2,4,,,2,19,6,
6643,1,1965,,1627,1,,,,,32605,,2,4,,,2,19,6,
6644,1,1978,,1100,1,,,,,32605,,2,4,,,2,19,6,
6645,1,1979,,1286,1,,,,,32605,,2,4,,,2,19,6,
6646,1,1989,,2804,2,,,,,32606,,2,4,,,2,19,8,
6647,1,1981,,1075,1,,,,,32605,,2,4,,,2,19,7,
6648,1,1978,,1215,1,,,,,32605,,2,4,,,2,19,6,
6649,1,1990,,2472,1,,,,,32606,,2,4,,,2,19,8,
6650,1,1995,,2662,1,,,,,32608,,2,4,,,2,19,10,
6651,1,1957,,1602,1,,,,,32609,,2,4,,,,,,
6652,1,1984,,1941,1,,,,,32606,,2,4,,,2,19,7,
6653,1,1977,,2190,1,,,,,32606,,2,4,,,2,19,6,
6654,1,1977,,990,1,,,,,32605,,2,4,,,2,19,6,
6655,1,1978,,2519,1,,,,,32606,,2,4,,,2,19,6,
6656,1,1982,,2163,2,,,,,32606,,2,4,,,2,19,7,
6657,1,1993,,4449,2,,,,,32608,,2,4,,,2,19,10,
6658,1,1999,,2836,2,,,,,32605,,1,1,,,2,19,10,
6659,1,1983,,2899,1,,,,,32607,,2,4,,,2,19,7,
6660,1,1988,,1475,1,,,,,32607,,2,4,,,2,19,8,
6661,1,1999,,2400,1,,,,,32641,,2,4,,,2,19,10,
6662,1,1943,,696,1,,,,,32641,,1,1,,,,,,
6663,1,1945,,1366,1,,,,,32601,,1,1,,,2,19,6,
6664,1,1985,,4483,1,,,,,32607,,2,4,,,2,19,7,
6665,1,1978,,1668,1,,,,,32606,,2,4,,,2,19,6,
6666,1,1978,,1916,1,,,,,32606,,1,1,,,2,19,6,
6667,1,2000,,1395,1,,,,,32605,,1,1,,,2,19,10,
6668,1,1996,,2258,,,,,,32606,,2,4,,,2,19,10,
6669,1,1978,,1166,1,,,,,32605,,2,4,,,2,19,6,
6670,1,1980,,2057,1,,,,,32606,,2,4,,,2,19,13,
6671,1,1990,,2988,2,,,,,32608,,2,4,,,2,19,8,
6672,1,1981,,1428,1,,,,,32605,,2,4,,,2,19,7,
6673,1,1990,,2445,1,,,,,32606,,2,4,,,2,19,8,
6674,1,1980,,1839,1,,,,,32606,,2,4,,,2,19,13,
6675,1,1995,,3642,1,,,,,32608,,2,4,,,2,19,10,
6676,1,1991,,2414,1,,,,,32606,,2,4,,,2,19,10,
6677,1,1973,,1504,1,,,,,32641,,2,4,,,2,19,6,
6678,1,1977,,2521,1,,,,,32603,,1,1,,,2,19,6,
6679,1,1975,,936,1,,,,,32641,,2,4,,,2,19,6,
6680,1,1966,,1275,1,,,,,32641,,2,4,,,,,,
6681,1,1974,,970,1,,,,,32641,,2,4,,,2,19,6,
6682,1,1975,,1226,1,,,,,32607,,2,4,,,2,19,6,
6683,1,1975,,3538,1,,,,,32607,,2,4,,,2,19,6,
6684,1,2004,,1273,1,,,,,32641,,2,4,,,2,19,10,
6685,1,1966,,1000,1,,,,,32641,,2,4,,,,,,
6686,1,1975,,2764,1,,,,,32606,,2,4,,,2,19,6,
6687,1,1992,,2967,2,,,,,32606,,2,4,,,2,19,10,
6688,1,2000,,2785,1,,,,,32641,,2,4,,,2,19,10,
6689,1,1978,,2076,1,,,,,32641,,2,4,,,2,19,6,
6690,1,1978,,2757,1,,,,,32601,,2,4,,,2,19,6,
6691,1,1999,,1825,1,,,,,32606,,2,4,,,2,19,10,
6692,1,1987,,1326,1,,,,,32606,,1,1,,,2,19,8,
6693,1,1977,,843,1,,,,,32605,,2,4,,,2,19,6,
6694,1,1979,,1600,1,,,,,32605,,1,1,,,2,19,6,
6695,1,1993,,3519,1,,,,,32606,,2,4,,,2,19,10,
6696,1,1992,,1695,1,,,,,32607,,2,4,,,2,19,10,
6697,1,1974,,1740,1,,,,,32605,,2,4,,,2,19,6,
6698,1,1980,,2017,1,,,,,32607,,2,4,,,2,19,13,
6699,1,1973,,2670,2,,,,,32601,,1,1,,,2,19,6,
6700,1,1987,,1711,1,,,,,32606,,1,1,,,2,19,8,
6701,1,1953,,1118,1,,,,,32609,,2,4,,,,,,
6702,1,1972,,1408,1,,,,,32605,,2,4,,,2,19,6,
6703,1,1972,,1625,1,,,,,32605,,2,4,,,2,19,6,
6704,1,1969,,1757,1,,,,,32605,,1,1,,,2,19,6,
6705,1,1997,,1453,1,,,,,32606,,1,1,,,2,19,10,
6706,1,1985,,1848,1,,,,,32607,,2,4,,,2,19,7,
6707,1,1993,,3322,1,,,,,32606,,2,4,,,2,19,10,
6708,1,1990,,2473,1,,,,,32608,,2,4,,,2,19,8,
6709,1,2002,,1658,1,,,,,32606,,2,4,,,2,19,10,
6710,1,1953,,1170,1,,,,,32601,,1,1,,,,,,
6711,1,1970,,2608,1,,,,,32607,,1,1,,,2,19,6,
6712,1,1972,,1162,1,,,,,32641,,2,4,,,2,19,6,
6713,1,1973,,999,1,,,,,32605,,2,4,,,2,19,6,
6714,1,1980,,1730,1,,,,,32607,,2,4,,,2,19,13,
6715,1,1976,,975,1,,,,,32609,,2,4,,,,,,
6716,1,1992,,2905,2,,,,,32606,,2,4,,,2,19,10,
6717,1,1977,,1258,1,,,,,32605,,2,4,,,2,19,6,
6718,1,2003,,3415,1,,,,,32606,,2,4,,,2,19,10,
6719,1,1975,,1248,1,,,,,32605,,2,4,,,2,19,6,
6720,1,1980,,1384,1,,,,,32653,,2,4,,,2,19,13,
6721,1,1986,,1533,1,,,,,32606,,2,4,,,2,19,8,
6722,1,1973,,1668,1,,,,,32605,,2,4,,,2,19,6,
6723,1,1975,,1025,1,,,,,32605,,2,4,,,2,19,6,
6724,1,1981,,1485,1,,,,,32653,,2,4,,,2,19,7,
6725,1,1980,,3479,2,,,,,32608,,2,4,,,2,19,13,
6726,1,1986,,2185,3,,,,,32606,,1,1,,,2,19,8,
6727,1,1980,,1458,1,,,,,32653,,2,4,,,2,19,13,
6728,1,1972,,1080,1,,,,,32605,,2,4,,,2,19,6,
6729,1,1976,,1156,1,,,,,32609,,2,4,,,2,19,6,
6730,1,1981,,2311,1,,,,,32605,,1,1,,,2,19,7,
6731,1,1980,,1924,1,,,,,32605,,1,1,,,2,19,13,
6732,1,1993,,3533,1,,,,,32606,,2,4,,,2,19,10,
6733,1,1950,,572,1,,,,,32641,,2,4,,,,,,
6734,1,1980,,1920,2,,,,,32601,,2,4,,,2,19,13,
6735,1,1977,,808,1,,,,,32601,,1,1,,,2,19,6,
6736,1,1966,,910,1,,,,,32605,,2,4,,,2,19,6,
6737,1,1961,,1182,1,,,,,32605,,1,1,,,2,19,6,
6738,1,1979,,1275,1,,,,,32641,,2,4,,,2,19,6,
6739,1,1971,,1483,1,,,,,32605,,2,4,,,2,19,6,
6740,1,1975,,1350,1,,,,,32605,,2,4,,,2,19,6,
6741,1,1972,,1538,1,,,,,32605,,2,4,,,2,19,6,
6742,1,1979,,1275,1,,,,,32641,,2,4,,,2,19,6,
6743,1,1977,,1380,1,,,,,32605,,2,4,,,2,19,6,
6744,1,1977,,1422,1,,,,,32605,,2,4,,,2,19,6,
6745,1,1974,,2129,1,,,,,32605,,2,4,,,2,19,6,
6746,1,1965,,1764,1,,,,,32605,,1,1,,,2,19,6,
6747,1,1973,,1717,1,,,,,32605,,2,4,,,2,19,6,
6748,1,1968,,1712,1,,,,,32641,,2,4,,,2,19,6,
6749,1,1968,,1041,1,,,,,32641,,2,4,,,2,19,6,
6750,1,1998,,2423,1,,,,,32607,,1,1,,,2,19,10,
6751,1,1965,,2109,1,,,,,32603,,1,1,,,2,19,6,
6752,1,1969,,1826,1,,,,,32605,,2,4,,,2,19,6,
6753,1,1979,,2841,1,,,,,32609,,2,4,,,2,19,6,
6754,1,1964,,1720,1,,,,,32605,,2,4,,,2,19,6,
6755,1,1961,,796,1,,,,,32601,,1,1,,,,,,
6756,1,1998,,1381,1,,,,,32606,,1,1,,,2,19,10,
6757,1,1971,,1105,1,,,,,32641,,2,4,,,2,19,6,
6758,1,1981,,1410,1,,,,,32607,,2,4,,,2,19,7,
6759,1,1973,,1687,1,,,,,32607,,1,1,,,2,19,6,
6760,1,1979,,1383,1,,,,,32601,,1,1,,,,,,
6761,1,1999,,2357,1,,,,,32606,,2,4,,,2,19,10,
6762,1,1967,,1964,3,,,,,32609,,1,1,,,2,19,6,
6763,1,1960,,864,1,,,,,32605,,2,4,,,2,19,6,
6764,1,1998,,1611,1,,,,,32606,,1,1,,,2,19,10,
6765,1,1984,,1856,1,,,,,32607,,2,4,,,2,19,7,
6766,1,1980,,1932,1,,,,,32607,,2,4,,,2,19,13,
6767,1,1991,,1978,1,,,,,32608,,2,4,,,2,19,10,
6768,1,1980,,1516,1,,,,,32606,,2,4,,,2,19,13,
6769,1,1985,,1816,1,,,,,32607,,2,4,,,2,19,7,
6770,1,1991,,1987,1,,,,,32608,,2,4,,,2,19,10,
6771,1,1984,,1792,2,,,,,32607,,2,4,,,2,19,7,
6772,1,1995,,2037,1,,,,,32608,,2,4,,,2,19,10,
6773,1,1983,,1680,1,,,,,32606,,2,4,,,2,19,7,
6774,1,1989,,3971,1,,,,,32607,,2,4,,,2,19,8,
6775,1,1988,,2877,1,,,,,32607,,2,4,,,2,19,8,
6776,1,1984,,1585,1,,,,,32607,,2,4,,,2,19,7,
6777,1,1997,,2240,,,,,,32608,,2,4,,,2,19,10,
6778,1,1991,,1900,1,,,,,32608,,2,4,,,2,19,10,
6779,1,1985,,1854,1,,,,,32607,,2,4,,,2,19,7,
6780,1,1987,,2120,3,,,,,32605,,2,4,,,2,19,8,
6781,1,1970,,720,1,,,,,32605,,2,4,,,2,19,6,
6782,1,1989,,3182,2,,,,,32607,,2,4,,,2,19,8,
6783,1,1984,,2477,1,,,,,32607,,2,4,,,2,19,7,
6784,1,1984,,1484,1,,,,,32607,,2,4,,,2,19,7,
6785,1,1984,,1971,1,,,,,32607,,2,4,,,2,19,7,
6786,1,1984,,2488,1,,,,,32607,,2,4,,,2,19,7,
6787,1,1996,,2417,1,,,,,32608,,2,4,,,2,19,10,
6788,1,1984,,1750,1,,,,,32607,,2,4,,,2,19,7,
6789,1,1994,,2164,1,,,,,32608,,2,4,,,2,19,10,
6790,1,1995,,1984,1,,,,,32608,,2,4,,,2,19,10,
6791,1,1958,,1101,1,,,,,32601,,2,4,,,2,19,6,
6792,1,1963,,1704,1,,,,,32609,,2,4,,,2,19,6,
6793,1,1967,,1515,1,,,,,32605,,1,1,,,2,19,6,
6794,1,1986,,1683,1,,,,,32605,,2,4,,,2,19,8,
6795,1,1988,,2937,1,,,,,32605,,2,4,,,2,19,8,
6796,1,2000,,1720,1,,,,,32606,,1,1,,,2,19,10,
6797,1,1972,,1200,1,,,,,32605,,2,4,,,2,19,6,
6798,1,1980,,1638,1,,,,,32607,,2,4,,,2,19,13,
6799,1,1986,,2032,1,,,,,32606,,1,1,,,2,19,8,
6800,1,1976,,1195,1,,,,,32605,,2,4,,,2,19,6,
6801,1,1973,,2444,1,,,,,32605,,2,4,,,2,19,6,
6802,1,1966,,1890,1,,,,,32605,,2,4,,,2,19,6,
6803,1,1964,,1680,1,,,,,32605,,1,1,,,2,19,6,
6804,1,1975,,2657,1,,,,,32606,,2,4,,,2,19,6,
6805,1,1972,,1025,1,,,,,32605,,2,4,,,2,19,6,
6806,1,1978,,1066,3,,,,,32641,,2,4,,,2,19,6,
6807,1,1979,,2006,1,,,,,32607,,2,4,,,2,19,6,
6808,1,1979,,3686,2,,,,,32608,,2,4,,,2,19,6,
6809,1,1976,,1960,1,,,,,32606,,2,4,,,2,19,6,
6810,1,1981,,3248,2,,,,,32608,,2,4,,,2,19,7,
