DataJamID,YEAR,AnnualElec_kWh
5090,2010,6887
5091,2010,6331
5092,2010,5478
5093,2010,13688
5094,2010,24320
5095,2010,26167
5096,2010,12746
5097,2010,20595
5098,2010,6857
5099,2010,6602
5100,2010,23579
5101,2010,26164
5102,2010,26688
5103,2010,5603
5104,2010,12121
5105,2010,13851
5106,2010,16894
5107,2010,13687
5108,2010,11338
5109,2010,13892
5110,2010,5702
5111,2010,9579
5112,2010,15603
5113,2010,15640
5114,2010,21221
5115,2010,12826
5116,2010,5167
5117,2010,9401
5118,2010,9669
5119,2010,8181
5120,2010,12180
5121,2010,15532
5122,2010,16088
5123,2010,12560
5124,2010,5654
5125,2010,15484
5126,2010,18532
5127,2010,16859
5128,2010,15804
5129,2010,6979
5130,2010,10987
5131,2010,9134
5132,2010,20133
5133,2010,20872
5134,2010,12410
5136,2010,17063
5137,2010,13000
5138,2010,16333
5139,2010,8019
5140,2010,3462
5141,2010,17457
5142,2010,23277
5143,2010,10822
5144,2010,16464
5145,2010,28693
5146,2010,4434
5147,2010,7731
5148,2010,12688
5149,2010,8406
5150,2010,8005
5151,2010,6283
5152,2010,25549
5153,2010,27476
5154,2010,16239
5155,2010,8261
5156,2010,21940
5157,2010,6372
5158,2010,10959
5159,2010,14799
5160,2010,15331
5161,2010,5199
5162,2010,12351
5163,2010,5319
5164,2010,9131
5166,2010,9256
5167,2010,11357
5168,2010,17884
5169,2010,9619
5170,2010,21229
5171,2010,21379
5172,2010,11479
5173,2010,12922
5174,2010,7262
5175,2010,13359
5176,2010,11812
5177,2010,15598
5178,2010,9359
5179,2010,10688
5180,2010,29044
5181,2010,8910
5182,2010,2872
5183,2010,12311
5184,2010,4595
5185,2010,23550
5186,2010,15229
5187,2010,22239
5189,2010,13898
5190,2010,11623
5192,2010,17338
5193,2010,14075
5194,2010,8358
5195,2010,15772
5196,2010,18074
5197,2010,11846
5198,2010,15853
5199,2010,18948
5200,2010,19173
5201,2010,13827
5202,2010,10539
5203,2010,17100
5204,2010,15268
5205,2010,11962
5206,2010,10082
5207,2010,15695
5208,2010,24090
5209,2010,14232
5210,2010,8491
5211,2010,14805
5212,2010,4704
5213,2010,17310
5214,2010,13410
5216,2010,18486
5217,2010,11940
5218,2010,18005
5219,2010,21142
5220,2010,20634
5222,2010,8829
5223,2010,6894
5224,2010,12299
5225,2010,12597
5226,2010,13000
5227,2010,26139
5228,2010,12603
5229,2010,9126
5230,2010,9729
5231,2010,7766
5232,2010,21316
5233,2010,18294
5234,2010,1489
5235,2010,25864
5236,2010,7935
5237,2010,27872
5239,2010,6761
5240,2010,15550
5241,2010,19066
5243,2010,19788
5244,2010,16427
5245,2010,16906
5246,2010,13247
5247,2010,17527
5248,2010,9546
5249,2010,8750
5250,2010,11570
5251,2010,9817
5252,2010,31183
5253,2010,15625
5254,2010,16795
5255,2010,37401
5256,2010,4872
5258,2010,18371
5259,2010,12261
5260,2010,16013
5261,2010,28763
5262,2010,7338
5263,2010,27310
5264,2010,11819
5265,2010,16890
5266,2010,5280
5267,2010,4214
5268,2010,12845
5269,2010,26087
5270,2010,13300
5271,2010,12971
5272,2010,8734
5273,2010,17720
5274,2010,17404
5275,2010,21530
5276,2010,4088
5277,2010,8732
5278,2010,14764
5279,2010,21436
5280,2010,27081
5281,2010,10037
5282,2010,8168
5283,2010,6294
5284,2010,10664
5285,2010,10689
5286,2010,22801
5287,2010,11189
5288,2010,18998
5289,2010,9160
5290,2010,9842
5291,2010,9947
5292,2010,16389
5293,2010,12656
5294,2010,19437
5295,2010,10019
5296,2010,27805
5297,2010,5438
5298,2010,26103
5299,2010,27839
5300,2010,16036
5301,2010,11329
5302,2010,13799
5303,2010,18374
5304,2010,10526
5305,2010,16942
5306,2010,4535
5307,2010,13503
5308,2010,9555
5309,2010,3748
5312,2010,10685
5313,2010,8239
5314,2010,9413
5315,2010,8290
5316,2010,7967
5317,2010,16923
5318,2010,8271
5319,2010,15654
5320,2010,24019
5321,2010,5781
5322,2010,9123
5323,2010,28536
5324,2010,5575
5325,2010,3265
5326,2010,11861
5327,2010,15092
5328,2010,11788
5329,2010,9581
5330,2010,15579
5331,2010,11712
5332,2010,7563
5333,2010,31688
5334,2010,9031
5335,2010,18040
5336,2010,9686
5337,2010,13845
5338,2010,13347
5339,2010,8513
5340,2010,8305
5341,2010,7461
5342,2010,5931
5343,2010,10866
5344,2010,21504
5345,2010,14797
5346,2010,24550
5347,2010,27550
5348,2010,18713
5349,2010,7620
5350,2010,4856
5351,2010,11476
5352,2010,7324
5353,2010,12553
5354,2010,9297
5355,2010,5849
5356,2010,11005
5357,2010,13944
5358,2010,12857
5359,2010,17983
5360,2010,10224
5361,2010,11531
5362,2010,6280
5363,2010,5926
5364,2010,6803
5365,2010,25229
5366,2010,11239
5367,2010,10037
5368,2010,12283
5369,2010,8319
5370,2010,14905
5371,2010,9805
5372,2010,29124
5373,2010,4674
5374,2010,6303
5375,2010,14918
5376,2010,3879
5377,2010,12594
5378,2010,10887
5379,2010,18081
5380,2010,6707
5381,2010,9276
5382,2010,10537
5383,2010,5195
5384,2010,44947
5385,2010,7313
5386,2010,4603
5387,2010,17402
5388,2010,19882
5389,2010,6926
5390,2010,12467
5391,2010,7439
5392,2010,5636
5393,2010,21713
5394,2010,8778
5395,2010,3263
5397,2010,13842
5398,2010,9654
5399,2010,16789
5400,2010,10543
5401,2010,16241
5402,2010,10611
5403,2010,4491
5404,2010,9059
5405,2010,12088
5406,2010,15652
5407,2010,6636
5408,2010,8390
5409,2010,9194
5410,2010,14504
5412,2010,12509
5413,2010,8314
5414,2010,9134
5415,2010,9097
5416,2010,16675
5417,2010,14343
5418,2010,6730
5419,2010,13826
5420,2010,13180
5421,2010,12764
5422,2010,13925
5423,2010,15913
5424,2010,4538
5425,2010,8683
5426,2010,15927
5427,2010,10645
5428,2010,8489
5429,2010,7265
5431,2010,6536
5432,2010,16886
5433,2010,5065
5434,2010,18782
5435,2010,12531
5436,2010,7014
5437,2010,21631
5438,2010,13192
5439,2010,22658
5440,2010,12199
5441,2010,8451
5442,2010,6982
5443,2010,15445
5444,2010,20493
5445,2010,14537
5446,2010,7480
5447,2010,9194
5448,2010,12952
5449,2010,5521
5450,2010,22015
5451,2010,14886
5452,2010,9297
5453,2010,15877
5454,2010,13383
5455,2010,2731
5456,2010,4800
5457,2010,9903
5458,2010,11185
5459,2010,13514
5460,2010,9125
5461,2010,9980
5462,2010,9903
5463,2010,17412
5464,2010,11467
5465,2010,9046
5466,2010,14758
5467,2010,8610
5468,2010,11319
5469,2010,8922
5470,2010,5704
5471,2010,8415
5472,2010,17169
5473,2010,12094
5474,2010,11302
5475,2010,17769
5476,2010,13883
5477,2010,2844
5478,2010,8583
5479,2010,9417
5480,2010,11325
5481,2010,11610
5482,2010,17736
5483,2010,8348
5484,2010,12146
5485,2010,16898
5486,2010,16038
5487,2010,11486
5488,2010,7420
5489,2010,13360
5490,2010,15944
5491,2010,27414
5492,2010,7768
5493,2010,16280
5494,2010,5829
5495,2010,13476
5496,2010,16334
5497,2010,7551
5498,2010,9972
5499,2010,11149
5500,2010,15592
5501,2010,11076
5502,2010,16470
5503,2010,9398
5504,2010,8958
5505,2010,4315
5506,2010,12836
5507,2010,15328
5508,2010,24790
5509,2010,15075
5510,2010,22906
5511,2010,19695
5512,2010,11605
5513,2010,8219
5514,2010,8105
5515,2010,4696
5516,2010,4972
5517,2010,18188
5519,2010,3529
5520,2010,26063
5521,2010,9684
5522,2010,3991
5523,2010,14785
5524,2010,18227
5525,2010,7924
5526,2010,16163
5527,2010,1557
5528,2010,15285
5529,2010,8029
5530,2010,4630
5531,2010,15113
5532,2010,23596
5533,2010,30802
5534,2010,26450
5535,2010,13119
5536,2010,9347
5537,2010,7249
5538,2010,17709
5539,2010,13228
5540,2010,27399
5541,2010,17248
5542,2010,11167
5543,2010,14737
5544,2010,11865
5545,2010,13652
5546,2010,11035
5547,2010,5125
5548,2010,3111
5549,2010,18443
5550,2010,22661
5551,2010,6005
5552,2010,15171
5553,2010,10622
5554,2010,4560
5555,2010,13422
5556,2010,6755
5557,2010,10201
5558,2010,13241
5559,2010,10522
5560,2010,16251
5561,2010,12840
5562,2010,15300
5564,2010,5764
5565,2010,6097
5566,2010,10556
5567,2010,4867
5568,2010,11731
5569,2010,16476
5571,2010,10211
5572,2010,8493
5573,2010,17893
5574,2010,9975
5575,2010,20505
5576,2010,13945
5577,2010,19654
5578,2010,15173
5579,2010,9110
5580,2010,3735
5581,2010,7664
5582,2010,8972
5583,2010,16260
5584,2010,17742
5585,2010,9696
5586,2010,8471
5587,2010,11141
5588,2010,15407
5589,2010,10214
5590,2010,17445
5591,2010,18960
5592,2010,9284
5593,2010,7088
5594,2010,10772
5595,2010,22198
5596,2010,17510
5597,2010,10328
5598,2010,8897
5599,2010,15626
5600,2010,25178
5601,2010,20967
5602,2010,12713
5603,2010,15294
5604,2010,9391
5605,2010,10032
5607,2010,13806
5608,2010,8789
5609,2010,18396
5611,2010,8455
5612,2010,8756
5613,2010,16460
5614,2010,16897
5615,2010,9589
5616,2010,13139
5617,2010,10993
5618,2010,13123
5619,2010,21496
5620,2010,17423
5621,2010,3669
5623,2010,23525
5624,2010,12525
5625,2010,12806
5626,2010,15646
5627,2010,12145
5628,2010,23640
5629,2010,11216
5630,2010,28235
5631,2010,20768
5632,2010,15156
5633,2010,38458
5634,2010,17953
5635,2010,10386
5636,2010,22920
5637,2010,7844
5638,2010,4861
5639,2010,15799
5641,2010,16630
5642,2010,17932
5643,2010,7881
5644,2010,14314
5645,2010,16262
5646,2010,11359
5647,2010,5606
5648,2010,21073
5649,2010,11428
5650,2010,22566
5652,2010,12332
5653,2010,11041
5654,2010,3733
5655,2010,5917
5656,2010,15930
5657,2010,16302
5658,2010,20597
5659,2010,6620
5660,2010,16115
5661,2010,12813
5662,2010,2960
5663,2010,16118
5664,2010,8950
5665,2010,13080
5666,2010,10451
5667,2010,7422
5668,2010,8760
5669,2010,10927
5670,2010,10468
5671,2010,19102
5672,2010,17578
5673,2010,21448
5674,2010,20792
5675,2010,14903
5676,2010,13959
5677,2010,10648
5678,2010,13993
5679,2010,17574
5680,2010,12203
5681,2010,13167
5682,2010,8124
5683,2010,8100
5684,2010,8222
5685,2010,19614
5686,2010,6227
5687,2010,10533
5688,2010,10872
5689,2010,21479
5690,2010,14247
5691,2010,5293
5692,2010,22026
5693,2010,9908
5694,2010,20626
5695,2010,23194
5696,2010,9732
5697,2010,15887
5698,2010,20395
5699,2010,9336
5700,2010,40569
5701,2010,18450
5702,2010,12575
5703,2010,15822
5704,2010,13006
5705,2010,10644
5706,2010,7447
5707,2010,5364
5708,2010,8466
5709,2010,14649
5710,2010,21663
5711,2010,9164
5712,2010,4294
5713,2010,13221
5714,2010,13514
5715,2010,8295
5716,2010,9737
5717,2010,5773
5718,2010,5944
5719,2010,31583
5720,2010,17467
5721,2010,3775
5722,2010,16782
5723,2010,6966
5724,2010,4167
5725,2010,12816
5726,2010,16207
5727,2010,15056
5728,2010,12416
5729,2010,13414
5730,2010,10187
5731,2010,12684
5732,2010,9478
5733,2010,6674
5734,2010,10561
5735,2010,13269
5736,2010,12410
5737,2010,13747
5738,2010,12540
5739,2010,16184
5740,2010,17669
5741,2010,7297
5742,2010,18622
5743,2010,8144
5744,2010,15866
5745,2010,14675
5746,2010,14033
5747,2010,12582
5748,2010,21564
5749,2010,13422
5750,2010,17030
5751,2010,16319
5752,2010,10690
5753,2010,10434
5754,2010,11510
5755,2010,13064
5756,2010,7016
5757,2010,16599
5758,2010,35042
5759,2010,9904
5760,2010,21028
5761,2010,6725
5762,2010,7577
5763,2010,21400
5764,2010,22090
5765,2010,21426
5766,2010,13410
5767,2010,9797
5768,2010,32768
5769,2010,16397
5770,2010,12317
5771,2010,8189
5772,2010,11007
5773,2010,8530
5774,2010,9535
5775,2010,14097
5776,2010,5792
5777,2010,10728
5778,2010,7783
5779,2010,19499
5780,2010,4608
5781,2010,5634
5782,2010,7038
5783,2010,9405
5784,2010,19196
5785,2010,7486
5786,2010,9995
5787,2010,10314
5788,2010,2464
5789,2010,5755
5790,2010,9254
5791,2010,9025
5792,2010,28643
5793,2010,18183
5794,2010,12235
5795,2010,8599
5796,2010,9847
5797,2010,6335
5798,2010,7563
5799,2010,10156
5800,2010,14033
5801,2010,6608
5802,2010,7815
5803,2010,17445
5804,2010,27721
5805,2010,7764
5806,2010,12269
5807,2010,8159
5808,2010,11454
5809,2010,13562
5810,2010,17789
5811,2010,13678
5812,2010,7318
5813,2010,31371
5814,2010,20506
5815,2010,12348
5816,2010,10137
5817,2010,10103
5818,2010,20700
5819,2010,10780
5820,2010,8697
5821,2010,15349
5822,2010,13955
5823,2010,16622
5824,2010,7291
5825,2010,7595
5826,2010,13944
5827,2010,5387
5828,2010,17321
5829,2010,11157
5830,2010,10904
5831,2010,9274
5832,2010,10379
5833,2010,10843
5834,2010,4801
5835,2010,13578
5836,2010,10815
5837,2010,5628
5838,2010,5376
5839,2010,7914
5840,2010,9102
5841,2010,20341
5842,2010,8759
5843,2010,7155
5844,2010,15431
5845,2010,16465
5846,2010,16371
5847,2010,11796
5849,2010,8902
5850,2010,11249
5851,2010,18823
5852,2010,16814
5853,2010,10500
5854,2010,6579
5855,2010,13270
5856,2010,4752
5857,2010,7417
5858,2010,8569
5859,2010,6034
5860,2010,6647
5861,2010,2995
5862,2010,6490
5863,2010,6905
5864,2010,11357
5865,2010,14267
5866,2010,13348
5867,2010,9111
5868,2010,20137
5869,2010,7833
5870,2010,18420
5871,2010,9140
5872,2010,17539
5873,2010,33194
5874,2010,9177
5875,2010,15448
5876,2010,9698
5877,2010,9787
5878,2010,3547
5879,2010,4475
5880,2010,24555
5881,2010,10386
5882,2010,7248
5883,2010,9927
5884,2010,15707
5885,2010,3370
5886,2010,7672
5887,2010,4947
5888,2010,11013
5889,2010,13257
5890,2010,10413
5891,2010,10835
5892,2010,10668
5893,2010,12191
5894,2010,8473
5895,2010,13121
5896,2010,18496
5897,2010,12929
5898,2010,6760
5899,2010,14503
5900,2010,11195
5901,2010,3196
5902,2010,9477
5903,2010,22580
5904,2010,13491
5905,2010,10104
5906,2010,7054
5907,2010,8649
5908,2010,11138
5909,2010,12016
5910,2010,8333
5911,2010,14520
5912,2010,18068
5913,2010,20816
5914,2010,10895
5915,2010,4964
5916,2010,4998
5917,2010,15543
5918,2010,6731
5920,2010,13061
5921,2010,10375
5922,2010,15025
5923,2010,13534
5924,2010,6254
5925,2010,17335
5926,2010,16934
5927,2010,22060
5928,2010,21091
5929,2010,14233
5930,2010,12905
5931,2010,9300
5932,2010,12362
5933,2010,12281
5934,2010,9555
5935,2010,14636
5936,2010,14136
5937,2010,13267
5938,2010,30144
5940,2010,31224
5941,2010,9159
5942,2010,13820
5943,2010,11629
5944,2010,17543
5945,2010,9928
5946,2010,14522
5947,2010,27221
5948,2010,33896
5949,2010,21352
5950,2010,18443
5951,2010,28975
5952,2010,12850
5953,2010,10995
5954,2010,14972
5955,2010,5641
5956,2010,25672
5957,2010,19083
5958,2010,10896
5959,2010,10240
5960,2010,6219
5962,2010,24248
5963,2010,23539
5964,2010,16068
5965,2010,19245
5966,2010,10697
5967,2010,11117
5969,2010,21563
5970,2010,10274
5971,2010,7451
5972,2010,15900
5973,2010,14813
5974,2010,7930
5975,2010,14688
5976,2010,6996
5977,2010,5727
5978,2010,29912
5979,2010,10591
5980,2010,22890
5981,2010,7362
5982,2010,11154
5983,2010,11629
5984,2010,10352
5985,2010,7171
5986,2010,8398
5987,2010,16545
5988,2010,17509
5989,2010,12551
5990,2010,3291
5991,2010,8809
5992,2010,10939
5993,2010,9887
5994,2010,15767
5995,2010,14235
5996,2010,12986
5997,2010,20382
5998,2010,18744
5999,2010,7599
6000,2010,14230
6001,2010,22186
6003,2010,11576
6004,2010,14922
6005,2010,6695
6006,2010,7724
6007,2010,10103
6008,2010,16670
6009,2010,8459
6010,2010,6695
6011,2010,21766
6012,2010,12838
6013,2010,8493
6014,2010,25226
6015,2010,18445
6016,2010,8966
6017,2010,20805
6018,2010,7448
6019,2010,6838
6020,2010,7608
6021,2010,13671
6022,2010,24305
6023,2010,11901
6024,2010,7594
6025,2010,7833
6026,2010,22927
6027,2010,19400
6028,2010,27853
6029,2010,15456
6030,2010,10407
6031,2010,21475
6032,2010,7695
6033,2010,6353
6034,2010,4342
6035,2010,22766
6036,2010,15596
6037,2010,5566
6038,2010,8270
6039,2010,27009
6161,2010,14414
6162,2010,3218
6163,2010,9439
6164,2010,17100
6166,2010,13767
6167,2010,14415
6168,2010,10453
6170,2010,21234
6171,2010,18629
6172,2010,16793
6173,2010,20868
6174,2010,15870
6175,2010,13401
6176,2010,7102
6177,2010,828
6178,2010,10324
6179,2010,12323
6180,2010,12204
6181,2010,9618
6183,2010,9793
6184,2010,8028
6185,2010,16718
6187,2010,6628
6188,2010,6883
6189,2010,13212
6190,2010,19156
6191,2010,13839
6192,2010,5915
6193,2010,12665
6194,2010,8182
6195,2010,11541
6196,2010,10777
6197,2010,19594
6198,2010,7231
6199,2010,15349
6200,2010,3916
6201,2010,14936
6202,2010,15248
6203,2010,11180
6204,2010,15859
6205,2010,22809
6206,2010,6003
6208,2010,6000
6209,2010,15316
6210,2010,13772
6211,2010,9659
6212,2010,6984
6213,2010,12123
6214,2010,23549
6216,2010,23183
6217,2010,10137
6218,2010,6418
6219,2010,9078
6220,2010,10491
6221,2010,18234
6222,2010,9954
6223,2010,4475
6224,2010,8953
6225,2010,3150
6226,2010,20802
6227,2010,9019
6228,2010,6033
6229,2010,15807
6230,2010,11239
6231,2010,18225
6232,2010,12372
6233,2010,11475
6234,2010,7313
6235,2010,8442
6236,2010,12383
6237,2010,20401
6238,2010,40462
6239,2010,6570
6240,2010,29870
6241,2010,21461
6242,2010,18152
6243,2010,37223
6244,2010,4131
6245,2010,7951
6246,2010,35699
6247,2010,16956
6248,2010,5815
6249,2010,11432
6250,2010,14811
6251,2010,4462
6252,2010,5473
6253,2010,3415
6254,2010,10382
6255,2010,7575
6256,2010,4131
6257,2010,7569
6258,2010,10566
6259,2010,10388
6260,2010,19990
6261,2010,4109
6262,2010,14686
6263,2010,12856
6264,2010,13420
6265,2010,8518
6266,2010,6532
6267,2010,18130
6268,2010,15081
6269,2010,16063
6270,2010,10173
6271,2010,13115
6272,2010,14955
6273,2010,14940
6274,2010,16417
6275,2010,15206
6276,2010,7306
6277,2010,11508
6278,2010,6530
6279,2010,7656
6280,2010,17630
6281,2010,10014
6283,2010,2894
6284,2010,9847
6285,2010,11894
6287,2010,5765
6288,2010,18109
6289,2010,10991
6290,2010,14602
6291,2010,2557
6292,2010,8752
6293,2010,12327
6294,2010,10369
6295,2010,7276
6296,2010,7350
6297,2010,9546
6299,2010,13034
6300,2010,12743
6301,2010,8714
6302,2010,14302
6303,2010,7030
6304,2010,20533
6305,2010,16110
6306,2010,7265
6307,2010,10470
6308,2010,12102
6309,2010,4467
6310,2010,25828
6311,2010,32406
6312,2010,2074
6313,2010,7753
6314,2010,16206
6315,2010,5199
6316,2010,2393
6317,2010,8731
6319,2010,3564
6320,2010,10429
6321,2010,13620
6322,2010,8523
6323,2010,6984
6324,2010,9980
6325,2010,7788
6326,2010,11158
6327,2010,13993
6328,2010,19379
6329,2010,8731
6330,2010,12680
6331,2010,6623
6332,2010,3679
6333,2010,6923
6334,2010,7602
6335,2010,10570
6336,2010,10709
6337,2010,11153
6338,2010,27407
6339,2010,18494
6340,2010,6898
6341,2010,12538
6342,2010,8040
6343,2010,12804
6344,2010,36454
6345,2010,5996
6346,2010,9787
6347,2010,16634
6348,2010,16396
6349,2010,14712
6350,2010,6788
6351,2010,13260
6352,2010,8505
6353,2010,5942
6354,2010,16951
6355,2010,8181
6356,2010,5867
6357,2010,10477
6358,2010,6448
6359,2010,1091
6360,2010,4622
6361,2010,18059
6362,2010,4541
6363,2010,14302
6364,2010,7507
6365,2010,6542
6366,2010,11692
6367,2010,10391
6368,2010,11757
6369,2010,11676
6370,2010,17981
6371,2010,11808
6372,2010,3517
6373,2010,6045
6374,2010,10777
6375,2010,8766
6376,2010,5720
6377,2010,6000
6378,2010,20167
6379,2010,9287
6380,2010,20272
6381,2010,12767
6382,2010,11175
6383,2010,18981
6385,2010,16978
6386,2010,15311
6387,2010,23972
6388,2010,4918
6389,2010,13175
6390,2010,8117
6391,2010,6812
6392,2010,5917
6393,2010,5235
6394,2010,14625
6395,2010,11216
6396,2010,10237
6397,2010,14598
6398,2010,12240
6399,2010,12002
6400,2010,15385
6401,2010,8119
6402,2010,13833
6403,2010,12095
6404,2010,7444
6405,2010,6387
6406,2010,18586
6407,2010,3828
6408,2010,10929
6409,2010,13290
6410,2010,4588
6411,2010,13937
6412,2010,25271
6413,2010,6074
6414,2010,4109
6415,2010,7429
6416,2010,9209
6417,2010,11973
6418,2010,13307
6419,2010,9542
6420,2010,6988
6421,2010,15879
6422,2010,9253
6423,2010,7175
6424,2010,2236
6425,2010,15177
6426,2010,8043
6428,2010,7125
6429,2010,9976
6430,2010,5643
6431,2010,16386
6432,2010,11899
6433,2010,8794
6434,2010,18007
6435,2010,18404
6436,2010,12094
6437,2010,20697
6438,2010,8196
6439,2010,41108
6440,2010,15284
6441,2010,6301
6442,2010,16043
6443,2010,11047
6444,2010,13738
6445,2010,13328
6446,2010,8775
6447,2010,7777
6448,2010,14623
6450,2010,5687
6451,2010,8781
6452,2010,6202
6453,2010,8571
6454,2010,14720
6455,2010,13949
6456,2010,10195
6457,2010,6157
6458,2010,11425
6459,2010,18750
6460,2010,4823
6461,2010,7317
6462,2010,4101
6463,2010,5850
6464,2010,28099
6465,2010,5889
6466,2010,18795
6467,2010,11783
6468,2010,11343
6469,2010,9904
6470,2010,17975
6471,2010,16835
6472,2010,15997
6473,2010,9799
6474,2010,23156
6475,2010,5253
6476,2010,3580
6477,2010,5187
6478,2010,15579
6479,2010,9311
6480,2010,24147
6481,2010,10454
6482,2010,16003
6483,2010,12360
6484,2010,11064
6485,2010,17492
6486,2010,12628
6487,2010,28557
6488,2010,5258
6489,2010,16249
6490,2010,11403
6491,2010,12438
6492,2010,14597
6493,2010,4880
6494,2010,11946
6495,2010,8247
6497,2010,27813
6498,2010,7100
6499,2010,10136
6500,2010,7935
6501,2010,17541
6502,2010,8927
6503,2010,9475
6504,2010,5760
6505,2010,5942
6506,2010,22526
6507,2010,9723
6508,2010,23244
6510,2010,18776
6511,2010,3878
6512,2010,11704
6513,2010,18865
6514,2010,28260
6515,2010,15219
6516,2010,6948
6517,2010,7895
6518,2010,13007
6519,2010,10365
6520,2010,11031
6521,2010,24843
6522,2010,9918
6523,2010,11602
6524,2010,16678
6525,2010,13446
6526,2010,7328
6527,2010,9397
6528,2010,13768
6529,2010,22224
6530,2010,10565
6531,2010,8548
6532,2010,3872
6533,2010,16654
6534,2010,11914
6536,2010,42891
6537,2010,4326
6538,2010,13057
6539,2010,7549
6540,2010,7362
6541,2010,6556
6542,2010,12805
6543,2010,7088
6544,2010,7064
6545,2010,9760
6546,2010,7693
6547,2010,7432
6548,2010,14542
6549,2010,19557
6550,2010,22002
6551,2010,13461
6552,2010,10663
6553,2010,19949
6554,2010,375
6555,2010,9941
6556,2010,15930
6557,2010,14283
6558,2010,6469
6559,2010,14768
6560,2010,15533
6561,2010,8654
6562,2010,17769
6563,2010,9708
6564,2010,7178
6566,2010,1999
6567,2010,28121
6568,2010,12769
6569,2010,10917
6570,2010,9145
6571,2010,7724
6573,2010,6380
6574,2010,3897
6575,2010,12659
6576,2010,6983
6577,2010,2285
6578,2010,8410
6579,2010,10830
6580,2010,5690
6581,2010,9179
6582,2010,6750
6583,2010,11798
6584,2010,14748
6585,2010,18026
6586,2010,11614
6587,2010,19808
6588,2010,15943
6590,2010,7040
6591,2010,9210
6592,2010,7402
6593,2010,5002
6594,2010,5569
6595,2010,9126
6596,2010,9599
6597,2010,26310
6598,2010,12219
6599,2010,11449
6600,2010,8272
6601,2010,14288
6602,2010,13626
6604,2010,4262
6605,2010,7938
6606,2010,6290
6607,2010,11656
6608,2010,10563
6609,2010,8431
6610,2010,18001
6611,2010,37967
6612,2010,23989
6613,2010,24039
6614,2010,16451
6615,2010,6894
6616,2010,6910
6617,2010,10011
6618,2010,11239
6619,2010,20590
6620,2010,5710
6621,2010,30651
6622,2010,18833
6623,2010,11465
6624,2010,13174
6625,2010,18714
6626,2010,14994
6627,2010,19849
6628,2010,27288
6629,2010,23122
6630,2010,23242
6631,2010,9637
6632,2010,10083
6633,2010,12083
6634,2010,9192
6635,2010,13015
6636,2010,20108
6637,2010,34408
6638,2010,12646
6639,2010,8028
6640,2010,5876
6641,2010,9979
6642,2010,11550
6643,2010,13375
6644,2010,10500
6645,2010,10087
6646,2010,15293
6647,2010,19811
6648,2010,7232
6649,2010,9266
6650,2010,16108
6651,2010,29163
6652,2010,18571
6653,2010,11722
6654,2010,9975
6655,2010,23195
6656,2010,17190
6657,2010,10266
6658,2010,16141
6659,2010,16223
6660,2010,21537
6661,2010,20851
6662,2010,3216
6663,2010,9474
6664,2010,69858
6665,2010,19228
6666,2010,11015
6667,2010,11489
6668,2010,8196
6669,2010,8025
6670,2010,12721
6671,2010,25457
6672,2010,6552
6673,2010,19626
6674,2010,13224
6675,2010,17061
6676,2010,26707
6677,2010,7766
6678,2010,8496
6679,2010,2939
6681,2010,6879
6683,2010,22097
6684,2010,5512
6685,2010,15022
6686,2010,24603
6687,2010,17873
6688,2010,15795
6689,2010,9881
6690,2010,20720
6691,2010,9307
6692,2010,1487
6693,2010,4781
6694,2010,11513
6695,2010,25376
6696,2010,18359
6697,2010,24675
6698,2010,17713
6699,2010,7920
6700,2010,15381
6701,2010,11062
6702,2010,10486
6703,2010,12289
6704,2010,14379
6705,2010,11718
6706,2010,20235
6707,2010,17341
6708,2010,10266
6709,2010,10060
6710,2010,3162
6711,2010,8571
6712,2010,4592
6713,2010,5188
6714,2010,12419
6715,2010,9799
6716,2010,18257
6717,2010,5419
6718,2010,20733
6719,2010,3318
6720,2010,19689
6721,2010,10796
6723,2010,16775
6724,2010,12751
6725,2010,27629
6726,2010,13810
6727,2010,3489
6728,2010,1652
6729,2010,11175
6730,2010,7543
6731,2010,13052
6732,2010,14341
6733,2010,9456
6734,2010,28002
6735,2010,8045
6736,2010,11702
6737,2010,6089
6738,2010,16398
6739,2010,14648
6740,2010,6017
6741,2010,14430
6743,2010,8899
6744,2010,8108
6745,2010,11301
6746,2010,13952
6747,2010,9869
6748,2010,16514
6749,2010,11630
6750,2010,13904
6751,2010,2637
6752,2010,16186
6753,2010,19202
6754,2010,12033
6755,2010,6527
6756,2010,10914
6757,2010,10302
6758,2010,7131
6759,2010,10831
6760,2010,11873
6761,2010,17130
6762,2010,7372
6763,2010,4108
6764,2010,10949
6765,2010,16058
6766,2010,25278
6767,2010,12338
6769,2010,15709
6770,2010,14256
6771,2010,15932
6772,2010,4367
6773,2010,16887
6774,2010,25049
6775,2010,30893
6776,2010,20351
6777,2010,11241
6778,2010,11360
6779,2010,7841
6781,2010,13258
6782,2010,24964
6783,2010,34003
6784,2010,15127
6785,2010,22528
6786,2010,32007
6787,2010,10509
6788,2010,20277
6789,2010,6930
6790,2010,20835
6792,2010,24500
6793,2010,13705
6794,2010,10018
6795,2010,20004
6796,2010,8175
6797,2010,4294
6799,2010,10769
6800,2010,9138
6801,2010,17247
6802,2010,16308
6803,2010,5125
6804,2010,11696
6805,2010,7816
6806,2010,9526
6807,2010,16503
6808,2010,43490
6809,2010,4874
6810,2010,29206
6811,2010,7822
6812,2010,6913
6813,2010,27980
6814,2010,5724
6815,2010,4906
6817,2010,13303
6818,2010,12130
6819,2010,11798
6820,2010,17191
