DataJamID,Year,AnnualGas_kBtu
9518,2010,44300
9533,2010,2200
9541,2010,52000
9547,2010,64900
9548,2010,67100
9553,2010,50400
9556,2010,37400
9609,2010,30700
9641,2010,7400
9660,2010,27800
9665,2010,19800
9668,2010,29100
9677,2010,38200
9692,2010,44400
9696,2010,21700
9699,2010,25400
9703,2010,50300
9709,2010,51100
9711,2010,45900
9713,2010,25200
9714,2010,33400
9718,2010,40400
9720,2010,79200
9723,2010,51600
9725,2010,96000
9727,2010,57100
9730,2010,60700
9734,2010,32000
9737,2010,19500
9740,2010,45300
9741,2010,31900
9742,2010,53500
9743,2010,67300
9744,2010,57500
9745,2010,56800
9746,2010,58400
9748,2010,34000
9749,2010,66000
9752,2010,49200
9754,2010,49200
9760,2010,56200
9761,2010,77800
9766,2010,30900
9768,2010,57400
9771,2010,64300
9772,2010,90200
9774,2010,64200
9775,2010,2200
9777,2010,43900
9779,2010,50800
9790,2010,69700
9828,2010,47700
9830,2010,33800
9832,2010,54200
9843,2010,62600
9848,2010,57200
9853,2010,26900
9872,2010,54700
9875,2010,51100
9888,2010,41400
9899,2010,76200
9901,2010,34400
9902,2010,48800
9912,2010,43000
9923,2010,67400
9928,2010,46800
9941,2010,58900
9953,2010,19500
9955,2010,58200
9956,2010,34400
9958,2010,28100
9966,2010,78200
9970,2010,28500
9973,2010,36500
9974,2010,26900
9976,2010,55700
9977,2010,88000
9984,2010,29500
9990,2010,48100
9992,2010,50700
9995,2010,32300
9996,2010,35700
9998,2010,80300
10012,2010,20100
10020,2010,53400
10022,2010,45600
10025,2010,58500
10036,2010,43000
10052,2010,28700
10076,2010,32300
10131,2010,67200
10138,2010,104000
10150,2010,44400
10164,2010,54000
10183,2010,41700
10188,2010,41100
10192,2010,54500
10193,2010,49900
10194,2010,50500
10207,2010,38200
10210,2010,83700
10215,2010,21800
10220,2010,45600
10226,2010,49900
10230,2010,21400
10235,2010,46000
10245,2010,31900
10250,2010,59800
10254,2010,33700
10260,2010,46600
10262,2010,43300
10263,2010,68900
10265,2010,25700
10266,2010,25500
10267,2010,37600
10272,2010,29800
10277,2010,26700
10283,2010,29900
10285,2010,27300
10288,2010,64000
10289,2010,45700
10290,2010,58200
10291,2010,39100
10296,2010,22600
10297,2010,44700
10303,2010,25600
10307,2010,60300
10308,2010,38500
10310,2010,17300
10313,2010,54500
10315,2010,50100
10318,2010,58200
10320,2010,64200
10323,2010,40500
10326,2010,42000
10327,2010,39100
10328,2010,78000
10330,2010,29800
10336,2010,43500
10337,2010,60400
10345,2010,37100
10347,2010,45400
10349,2010,71800
10351,2010,30500
10352,2010,25100
10360,2010,48700
10364,2010,28800
10365,2010,36400
10374,2010,20100
10375,2010,13400
10376,2010,48500
10379,2010,32200
10384,2010,23400
10390,2010,45800
10392,2010,51600
10393,2010,71700
10394,2010,74200
10407,2010,32500
10410,2010,38600
10412,2010,16000
10415,2010,15400
10416,2010,27800
10418,2010,74600
10420,2010,53600
10423,2010,51500
10424,2010,40700
10427,2010,21400
10429,2010,40700
10430,2010,34900
10431,2010,23000
10433,2010,46700
10435,2010,45300
10436,2010,37700
10437,2010,51600
10438,2010,42600
10440,2010,81200
10441,2010,76700
10444,2010,59400
10449,2010,53400
10450,2010,49300
10457,2010,42100
10459,2010,41800
10464,2010,27100
10475,2010,34300
10477,2010,30900
10478,2010,34100
10482,2010,31400
10484,2010,39800
10489,2010,35700
10493,2010,83500
10495,2010,41400
10500,2010,27900
10507,2010,30900
10508,2010,43200
10513,2010,92900
10514,2010,18900
10515,2010,49100
10519,2010,34000
10523,2010,28400
10531,2010,38800
10533,2010,27500
10534,2010,19700
10535,2010,33600
10548,2010,37400
10553,2010,57000
10557,2010,38500
10558,2010,29200
10559,2010,44300
10563,2010,51600
10564,2010,94400
10565,2010,94700
10566,2010,56000
10567,2010,39400
10569,2010,24000
10570,2010,83500
10572,2010,129300
10576,2010,29000
10577,2010,27600
10579,2010,65200
10581,2010,53500
10599,2010,43000
10600,2010,60800
10604,2010,17700
10607,2010,51200
10612,2010,23900
10614,2010,32000
10617,2010,68200
10620,2010,39800
10622,2010,43900
10624,2010,69800
10626,2010,52400
10628,2010,7700
10631,2010,47600
10635,2010,53200
10636,2010,42300
10639,2010,15900
10643,2010,43400
10645,2010,33300
10648,2010,23500
10649,2010,33700
10662,2010,48900
10667,2010,58300
10669,2010,21400
10670,2010,37000
10671,2010,47500
10673,2010,33500
10675,2010,33900
10677,2010,45600
10678,2010,47500
10681,2010,34700
10683,2010,44100
10684,2010,35000
10686,2010,28400
10688,2010,43600
10691,2010,42800
10692,2010,27500
10693,2010,49500
10695,2010,48200
10699,2010,29600
10700,2010,24600
10707,2010,57700
10708,2010,35100
10709,2010,14300
10710,2010,48100
10711,2010,40100
10712,2010,53500
10713,2010,13000
10714,2010,27900
10715,2010,20500
10719,2010,26500
10720,2010,105700
10721,2010,29800
10723,2010,54600
10725,2010,65100
10730,2010,3800
10738,2010,38300
10739,2010,42400
10743,2010,53500
10745,2010,47300
10746,2010,8900
10748,2010,95400
10752,2010,51700
10753,2010,68200
10760,2010,42100
10763,2010,34000
10767,2010,29400
10770,2010,65100
10773,2010,49700
10776,2010,28700
10788,2010,51400
10790,2010,31400
10791,2010,33400
10793,2010,37100
10794,2010,30300
10797,2010,23100
10802,2010,63100
10803,2010,9900
10818,2010,13000
10820,2010,7100
10825,2010,37000
10827,2010,46500
10830,2010,46600
10834,2010,46800
10844,2010,21300
10851,2010,64800
10862,2010,25600
10871,2010,40100
10873,2010,41800
10875,2010,46200
10877,2010,38800
10880,2010,37100
10887,2010,51000
10889,2010,28900
10901,2010,50300
10921,2010,26900
10945,2010,41300
10952,2010,42100
10963,2010,39700
10964,2010,31400
10966,2010,40100
10973,2010,62800
10985,2010,34400
10986,2010,72300
10992,2010,28200
10993,2010,36300
10998,2010,82600
10999,2010,58500
11000,2010,42700
11001,2010,69600
11015,2010,24800
11017,2010,38900
11020,2010,41100
11022,2010,8900
11031,2010,47000
11041,2010,57700
11043,2010,38500
11045,2010,24300
11055,2010,70100
11057,2010,21600
11061,2010,42600
11062,2010,48500
11063,2010,63100
11064,2010,42700
11067,2010,26800
11081,2010,45900
11116,2010,31800
11117,2010,29900
11123,2010,61100
11128,2010,24300
11146,2010,65700
11156,2010,56000
11157,2010,48100
11160,2010,73800
11168,2010,31200
11172,2010,49700
11173,2010,24700
11182,2010,38400
11184,2010,28300
11189,2010,44300
11190,2010,47900
11196,2010,27800
11200,2010,55600
11204,2010,26300
11221,2010,34400
11225,2010,32300
11229,2010,76800
11233,2010,41600
11245,2010,42000
11249,2010,42700
11256,2010,35700
11262,2010,9600
11264,2010,6200
11272,2010,43100
11279,2010,32100
11287,2010,35200
11288,2010,28400
11294,2010,35700
11299,2010,159900
11300,2010,32900
11301,2010,51700
11304,2010,49200
11305,2010,21100
11307,2010,26900
11320,2010,54400
11327,2010,36600
11331,2010,50900
11334,2010,51900
11339,2010,64200
11345,2010,49100
11354,2010,17600
11360,2010,27400
11364,2010,44500
11366,2010,32000
11373,2010,21200
11376,2010,27500
11377,2010,10000
11400,2010,34800
11415,2010,26500
11420,2010,5800
11422,2010,71000
11423,2010,10200
11426,2010,29500
11443,2010,38400
11448,2010,49100
11459,2010,52700
11466,2010,71000
11473,2010,32200
11477,2010,38800
11483,2010,31300
11484,2010,6200
11500,2010,48600
11504,2010,54600
11506,2010,36900
11509,2010,12600
11513,2010,31900
11520,2010,3300
11523,2010,29200
11525,2010,60400
11531,2010,29700
11540,2010,46100
11552,2010,47700
11566,2010,18000
11574,2010,46800
11577,2010,41300
11579,2010,30700
11583,2010,13700
11584,2010,51200
11585,2010,34300
11589,2010,31200
11593,2010,26700
11595,2010,29100
11602,2010,38900
11605,2010,35200
11611,2010,26800
11612,2010,53700
11613,2010,31400
11616,2010,58100
11618,2010,32100
11621,2010,21500
11623,2010,22200
11630,2010,16400
11632,2010,19100
11633,2010,17900
11637,2010,43700
11638,2010,34600
11641,2010,26400
11643,2010,70500
11645,2010,51600
11646,2010,29900
11647,2010,41100
11685,2010,13000
11687,2010,31400
11688,2010,41500
11702,2010,39600
11703,2010,18800
11704,2010,21000
11705,2010,17000
11707,2010,19300
11709,2010,40100
11715,2010,36900
11716,2010,14100
11718,2010,43000
11719,2010,51000
11731,2010,42000
11734,2010,4700
11736,2010,32100
11744,2010,24300
11745,2010,57400
11746,2010,72000
11747,2010,78500
11750,2010,61300
11753,2010,26600
11762,2010,25500
11763,2010,28000
11766,2010,29900
11767,2010,87200
11768,2010,47600
11769,2010,18800
11771,2010,19300
11779,2010,100500
11785,2010,16900
11786,2010,17900
11787,2010,23800
11788,2010,14400
11789,2010,90400
11791,2010,101800
11792,2010,24200
11793,2010,25600
11795,2010,39700
11796,2010,34700
11797,2010,30800
11798,2010,28800
11799,2010,45600
11800,2010,28900
11801,2010,33500
11802,2010,29700
11803,2010,22200
11808,2010,44700
11809,2010,40600
11810,2010,41400
11811,2010,19400
11812,2010,34200
11813,2010,43400
11814,2010,31400
11816,2010,45300
11817,2010,14600
11818,2010,38800
11819,2010,43100
11820,2010,32400
11821,2010,35500
11823,2010,46200
11824,2010,58200
11825,2010,13600
11826,2010,41500
11827,2010,26400
11828,2010,22800
11829,2010,28400
11831,2010,49700
11832,2010,54000
11835,2010,42600
11836,2010,26700
11837,2010,74500
11838,2010,53500
11839,2010,29900
11840,2010,42300
11842,2010,32400
11849,2010,57000
11850,2010,14400
11853,2010,64100
11861,2010,30900
11874,2010,33400
11876,2010,52400
11877,2010,34400
11878,2010,28600
11879,2010,15300
11883,2010,38800
11884,2010,18200
11885,2010,24400
11886,2010,17500
11887,2010,74300
11895,2010,60600
11902,2010,56800
11919,2010,75500
11930,2010,45700
11931,2010,29000
11936,2010,41200
11939,2010,45000
11944,2010,48900
11946,2010,17700
11959,2010,135400
11970,2010,74000
11978,2010,38800
11979,2010,51700
11980,2010,32400
11987,2010,41600
11991,2010,51500
11997,2010,13400
12001,2010,50500
12006,2010,31300
12022,2010,45100
12028,2010,30100
12031,2010,14100
12032,2010,59100
12037,2010,18100
12041,2010,75100
12043,2010,20400
12054,2010,67600
12055,2010,23800
12056,2010,35200
12057,2010,54400
12077,2010,54700
12079,2010,69300
12103,2010,12600
12109,2010,49700
12111,2010,24100
12115,2010,46400
12116,2010,47700
12130,2010,3600
12141,2010,28700
12145,2010,26600
12163,2010,24700
12202,2010,55100
12204,2010,17500
12205,2010,28800
12208,2010,25200
12220,2010,24100
12224,2010,36100
12227,2010,42200
12229,2010,9300
12233,2010,29700
12236,2010,92200
12237,2010,13200
12238,2010,50700
12240,2010,25900
12244,2010,36400
12245,2010,81300
12246,2010,18200
12249,2010,36400
12251,2010,69700
12252,2010,40700
12256,2010,37800
12262,2010,58600
12263,2010,30400
12275,2010,50700
12278,2010,66400
12283,2010,30200
12285,2010,49100
12287,2010,28100
12288,2010,40700
12290,2010,28500
12291,2010,20400
12294,2010,50200
12300,2010,36300
12301,2010,52300
12302,2010,44900
12304,2010,58100
12306,2010,57600
12307,2010,32400
12312,2010,25600
12313,2010,61900
12321,2010,106800
12323,2010,55200
12330,2010,43000
12331,2010,29500
12334,2010,46900
12335,2010,42200
12337,2010,48700
12338,2010,25100
12341,2010,63400
12345,2010,20700
12346,2010,71200
12347,2010,50500
12348,2010,47600
12351,2010,36900
12352,2010,76300
12353,2010,60200
12355,2010,74600
12357,2010,53300
12358,2010,68400
12362,2010,80300
12363,2010,88500
12367,2010,29200
12368,2010,67000
12369,2010,54100
12370,2010,41100
12375,2010,46800
12376,2010,58200
12377,2010,18800
12383,2010,18800
12385,2010,42800
12388,2010,70700
12389,2010,81800
12392,2010,31700
12399,2010,35500
12405,2010,22200
12417,2010,27500
12420,2010,53400
12422,2010,40800
12423,2010,25800
12429,2010,64000
12448,2010,78500
12449,2010,41400
12454,2010,50000
12458,2010,63800
12461,2010,38900
12471,2010,33000
12478,2010,9300
12489,2010,63900
12497,2010,37800
12498,2010,55500
12501,2010,21600
12514,2010,34000
12515,2010,32700
12527,2010,65900
12528,2010,21000
12535,2010,38700
12542,2010,54300
12544,2010,59600
12546,2010,58000
12547,2010,27500
12549,2010,57600
12557,2010,52800
12559,2010,59500
12565,2010,50500
12568,2010,67200
12573,2010,38600
12574,2010,38600
12584,2010,45700
12586,2010,18700
12588,2010,59800
12589,2010,38700
12593,2010,19200
12597,2010,42800
12598,2010,36400
12599,2010,21800
12602,2010,15300
12605,2010,30800
12606,2010,43900
12607,2010,91900
12608,2010,6700
12609,2010,111500
12610,2010,57400
12611,2010,53200
12612,2010,15900
12613,2010,12900
12614,2010,24700
12615,2010,33400
12616,2010,18500
12617,2010,64200
12618,2010,4900
12619,2010,48100
12620,2010,9300
12621,2010,17800
12623,2010,37500
12625,2010,61500
12626,2010,28400
12627,2010,8900
12628,2010,51700
12629,2010,14600
12630,2010,65600
12631,2010,56500
12632,2010,32800
12633,2010,86500
12634,2010,43600
12635,2010,69500
12649,2010,32700
12663,2010,47500
12664,2010,67700
12666,2010,48700
12668,2010,13500
12673,2010,26400
12674,2010,52500
12679,2010,69300
12681,2010,32700
12684,2010,28400
12693,2010,54800
12699,2010,37600
12701,2010,41900
12702,2010,22300
12703,2010,60300
12710,2010,54900
12718,2010,60200
12719,2010,57500
12721,2010,46500
12725,2010,49100
12726,2010,37100
12727,2010,80100
12739,2010,32900
12741,2010,44400
12748,2010,10200
12750,2010,44500
12758,2010,35600
12762,2010,14700
12771,2010,42600
12772,2010,72400
12774,2010,41800
12775,2010,33000
12776,2010,38500
12777,2010,28400
12779,2010,44700
12780,2010,43500
12783,2010,93700
12786,2010,30700
12788,2010,45600
12789,2010,36300
12791,2010,77100
12794,2010,38000
12800,2010,28400
12803,2010,51700
12809,2010,16100
12811,2010,27700
12815,2010,110800
12817,2010,44800
12818,2010,46100
12821,2010,27100
12823,2010,27700
12824,2010,41400
12828,2010,40200
12833,2010,32200
12835,2010,33100
12837,2010,22200
12838,2010,53700
12839,2010,32200
12841,2010,23700
12845,2010,20000
12850,2010,30600
12859,2010,30300
12861,2010,15700
12863,2010,40000
12870,2010,34000
12873,2010,34200
12885,2010,42900
12886,2010,57100
12915,2010,88400
12916,2010,64100
12924,2010,55700
12932,2010,55900
12935,2010,25600
12944,2010,29400
12958,2010,36000
12978,2010,51000
12987,2010,30200
13004,2010,43300
13008,2010,35300
13018,2010,4600
13042,2010,14900
13048,2010,28800
13061,2010,31100
13063,2010,20800
13074,2010,59900
13076,2010,34600
13098,2010,40200
13110,2010,63200
13113,2010,29500
13132,2010,32300
13133,2010,42100
13137,2010,24200
13143,2010,100100
13144,2010,58600
13151,2010,38400
13153,2010,55400
13154,2010,58500
13164,2010,33100
13172,2010,59000
13175,2010,54200
13176,2010,46400
13177,2010,126000
13181,2010,22500
13186,2010,46600
13192,2010,67300
13193,2010,74100
13196,2010,50000
13203,2010,16300
13207,2010,78300
13209,2010,33500
13210,2010,90900
13215,2010,36800
13232,2010,59500
13251,2010,44700
13260,2010,52900
13265,2010,6800
13268,2010,49100
13274,2010,62600
13278,2010,27800
13279,2010,20500
13283,2010,71500
13288,2010,63900
13291,2010,42900
13293,2010,60300
13299,2010,26500
13308,2010,44000
13312,2010,49700
13313,2010,54400
13314,2010,45200
13324,2010,52100
13328,2010,33300
13329,2010,37200
13334,2010,27700
13342,2010,33800
13361,2010,49500
13367,2010,18300
13379,2010,106600
13383,2010,40700
13389,2010,26100
13393,2010,42600
13395,2010,38100
13401,2010,55700
13405,2010,82300
13406,2010,14600
13408,2010,33000
13409,2010,30200
13410,2010,49200
13415,2010,49300
13420,2010,85800
13434,2010,28900
13441,2010,50500
13442,2010,119500
13449,2010,30700
13450,2010,31900
13452,2010,53400
13459,2010,36700
13470,2010,74300
13472,2010,30200
13474,2010,44900
13480,2010,103100
13485,2010,32000
13494,2010,31500
13495,2010,17300
13506,2010,88300
13518,2010,57300
13532,2010,38200
13533,2010,53800
13534,2010,80300
13538,2010,20800
13545,2010,19700
13550,2010,41500
13552,2010,41400
13558,2010,59000
13562,2010,53700
13570,2010,49700
13577,2010,47000
13587,2010,62500
13604,2010,41600
13608,2010,25200
13622,2010,46700
13623,2010,23800
13628,2010,35400
13629,2010,48700
13636,2010,40200
13637,2010,61400
13642,2010,59300
13643,2010,11100
13647,2010,45200
13661,2010,44300
13681,2010,70900
13684,2010,48900
13693,2010,43800
13694,2010,37800
13695,2010,42000
13709,2010,63300
13711,2010,33100
13713,2010,84500
13717,2010,12600
13719,2010,71600
13731,2010,86000
13736,2010,60100
13738,2010,57700
13740,2010,57800
13741,2010,64800
13753,2010,37200
13757,2010,90700
13759,2010,40800
13760,2010,26800
13762,2010,13000
13765,2010,100700
13775,2010,27300
13778,2010,38400
13783,2010,31100
13788,2010,35000
13790,2010,35500
13797,2010,33900
13802,2010,28900
13805,2010,40100
13807,2010,37000
13809,2010,26100
13813,2010,40900
13815,2010,43000
13821,2010,33700
13828,2010,43700
13836,2010,72500
13838,2010,14800
13849,2010,56900
13852,2010,20200
13854,2010,68700
13856,2010,42100
13858,2010,33900
13860,2010,37000
13861,2010,50300
13883,2010,43500
13884,2010,17600
13885,2010,37100
13886,2010,7700
13887,2010,12100
13889,2010,34000
13890,2010,27100
13894,2010,19900
13902,2010,33000
13911,2010,43200
13912,2010,51000
13918,2010,10600
13919,2010,15600
13920,2010,38400
13929,2010,42200
13937,2010,29700
13945,2010,62900
13948,2010,18200
13949,2010,27200
13950,2010,35500
13955,2010,24600
13958,2010,39500
13960,2010,43600
13963,2010,48500
13965,2010,21700
13966,2010,35800
13967,2010,13900
13975,2010,52200
13979,2010,48900
13981,2010,25000
13983,2010,19900
13987,2010,53800
13993,2010,8100
13997,2010,34200
14009,2010,47400
14020,2010,68000
14021,2010,29700
14023,2010,52100
14026,2010,22500
14035,2010,72400
14048,2010,70500
14050,2010,120300
14058,2010,75300
14063,2010,30100
14064,2010,41800
14065,2010,48200
14066,2010,8300
14068,2010,70000
14079,2010,34700
14081,2010,10200
14100,2010,79900
14102,2010,2700
14116,2010,25700
14119,2010,13100
14121,2010,21200
14122,2010,49600
14124,2010,43600
14129,2010,58800
14134,2010,37500
14135,2010,37700
14153,2010,58700
14157,2010,86300
14159,2010,76700
14163,2010,43500
14166,2010,47400
14187,2010,56300
14188,2010,6500
14202,2010,29700
14209,2010,39900
14211,2010,57900
14217,2010,60200
14221,2010,18300
14223,2010,52200
14229,2010,78000
14232,2010,48500
14233,2010,46900
14240,2010,48400
14244,2010,30100
14258,2010,77800
14259,2010,43500
14269,2010,27000
14271,2010,41800
14276,2010,73800
14277,2010,48200
14283,2010,17500
14291,2010,34400
14298,2010,35600
14306,2010,64000
14307,2010,39000
14310,2010,38500
14312,2010,59100
14313,2010,29800
14315,2010,42800
14320,2010,18700
14329,2010,44900
14333,2010,59200
14340,2010,69600
14344,2010,24300
14349,2010,54300
14352,2010,53400
14353,2010,79100
14356,2010,49700
14360,2010,28600
14364,2010,12700
14365,2010,43500
14368,2010,35900
14371,2010,33400
14372,2010,5600
14373,2010,25100
14376,2010,25500
14386,2010,23700
14389,2010,33100
14393,2010,22000
14394,2010,53200
14401,2010,35300
14407,2010,38000
14422,2010,20700
14427,2010,53800
14434,2010,33900
14447,2010,74900
14448,2010,132900
14451,2010,31800
14455,2010,78400
14460,2010,67300
14464,2010,79200
14466,2010,19500
14472,2010,36600
14479,2010,30900
14483,2010,111500
14489,2010,45400
14499,2010,49500
14505,2010,52200
14508,2010,15500
14515,2010,17300
14520,2010,20900
14521,2010,46800
14526,2010,65600
14529,2010,26000
14534,2010,34400
14558,2010,7500
14563,2010,38400
14565,2010,76200
14570,2010,50500
14574,2010,139000
14580,2010,41300
14582,2010,47900
14585,2010,35900
14588,2010,9800
14589,2010,52300
14612,2010,42800
14627,2010,32100
14631,2010,37000
14632,2010,78800
14633,2010,38000
14639,2010,50200
14648,2010,55100
14658,2010,37900
14659,2010,36600
14661,2010,21500
14666,2010,28200
14671,2010,54400
14677,2010,23300
14689,2010,14500
14691,2010,29500
14692,2010,31700
14700,2010,58300
14703,2010,49600
14707,2010,56600
14709,2010,31400
14714,2010,26300
14718,2010,54800
14719,2010,19100
14724,2010,56000
14725,2010,37700
14726,2010,21400
14728,2010,30100
14737,2010,37800
14746,2010,12400
14747,2010,38700
14749,2010,32700
14750,2010,30300
14754,2010,50500
14755,2010,26500
14756,2010,24500
14762,2010,86600
14796,2010,12800
14813,2010,10800
14833,2010,21200
14841,2010,5900
14848,2010,45600
14870,2010,44100
14871,2010,75300
14877,2010,17600
14881,2010,107400
14882,2010,54500
14891,2010,54600
14892,2010,53100
14895,2010,44300
14904,2010,87000
14921,2010,11400
14922,2010,18000
14927,2010,44500
14931,2010,13400
14935,2010,28500
14946,2010,46700
14951,2010,29700
14953,2010,40400
14954,2010,17300
14955,2010,31600
14959,2010,58900
14961,2010,16800
14962,2010,43400
14965,2010,43500
14967,2010,56100
14970,2010,12000
14978,2010,16000
14983,2010,35900
14984,2010,78400
14985,2010,53800
14993,2010,37700
14994,2010,34200
14995,2010,22400
15002,2010,76500
15003,2010,98300
15004,2010,58200
15017,2010,46100
15020,2010,46800
15025,2010,27600
15026,2010,20200
15033,2010,25100
15043,2010,74400
15049,2010,72400
15050,2010,24700
15054,2010,46500
15062,2010,8000
15072,2010,3000
15078,2010,34300
15087,2010,40000
15088,2010,58100
15098,2010,34200
15099,2010,55300
15102,2010,44200
15106,2010,50300
15110,2010,73500
15115,2010,28500
15121,2010,37100
15122,2010,32100
15130,2010,39900
15148,2010,43000
15151,2010,49100
15192,2010,49800
15195,2010,54700
15199,2010,47300
15200,2010,32800
15202,2010,47200
15203,2010,43100
15204,2010,18300
15215,2010,47400
15224,2010,33900
15225,2010,24500
15245,2010,81600
15246,2010,39800
15249,2010,44200
15261,2010,22500
15267,2010,7800
15314,2010,49500
15317,2010,56100
15328,2010,20400
15330,2010,44400
15335,2010,32500
15342,2010,26100
15354,2010,44200
15358,2010,42400
15364,2010,43600
15377,2010,15000
15380,2010,33200
15381,2010,25400
15384,2010,86800
15387,2010,34300
15390,2010,49600
15392,2010,11200
15394,2010,33000
15397,2010,48700
15398,2010,46100
15404,2010,45500
15405,2010,64400
15409,2010,27200
15414,2010,78700
15419,2010,26300
15426,2010,38300
15434,2010,20100
15435,2010,17900
15436,2010,14600
15437,2010,30400
15442,2010,38800
15444,2010,44100
15445,2010,22900
15447,2010,53500
15450,2010,50800
15451,2010,45600
15465,2010,14500
15473,2010,50500
15484,2010,12700
15492,2010,23000
15496,2010,28600
15500,2010,45700
15501,2010,32300
15509,2010,47100
15510,2010,81100
15520,2010,34700
15529,2010,26300
15532,2010,28900
15533,2010,61100
15534,2010,17000
15538,2010,45900
15544,2010,56500
15546,2010,35500
15551,2010,75500
15555,2010,41100
15556,2010,44500
15557,2010,40100
15559,2010,60100
15567,2010,68500
15572,2010,73300
15585,2010,21100
15587,2010,51100
15589,2010,36400
15591,2010,11900
15592,2010,18500
15593,2010,50000
15594,2010,71400
15601,2010,54700
15604,2010,38000
15608,2010,25300
15611,2010,54000
15619,2010,27100
15620,2010,39300
15622,2010,6400
15627,2010,45400
15628,2010,33400
15630,2010,38500
15632,2010,46600
15651,2010,32300
15658,2010,27400
15661,2010,28400
15662,2010,14000
15666,2010,41400
15670,2010,59200
15673,2010,38600
15675,2010,33800
15695,2010,52400
15696,2010,39700
15698,2010,43400
15699,2010,58400
15701,2010,66100
15719,2010,18900
15720,2010,43400
15727,2010,76000
15728,2010,11300
15729,2010,25300
15731,2010,20100
15733,2010,7300
15734,2010,10300
15737,2010,28000
15740,2010,13900
15742,2010,15300
15748,2010,25500
15758,2010,62000
15761,2010,33800
15765,2010,77300
15771,2010,40200
15773,2010,52000
15775,2010,58700
15780,2010,43500
15803,2010,20900
15806,2010,16600
15810,2010,46200
15813,2010,28200
15849,2010,37400
15851,2010,51800
15854,2010,63100
15856,2010,58900
15858,2010,40200
15859,2010,29700
15860,2010,23900
15866,2010,23500
15867,2010,64300
15873,2010,39200
15875,2010,42600
15883,2010,23300
15887,2010,71900
15916,2010,39900
15925,2010,41800
15928,2010,60100
15938,2010,48000
15951,2010,47300
15957,2010,54800
15970,2010,32400
15971,2010,129400
15980,2010,47400
15981,2010,36000
15982,2010,16700
15989,2010,49900
15991,2010,47400
15996,2010,22400
15997,2010,31500
16000,2010,33900
16010,2010,52700
16013,2010,62000
16020,2010,22600
16022,2010,31400
16023,2010,54400
16024,2010,26700
16031,2010,22400
16033,2010,12100
16036,2010,33400
16050,2010,58100
16076,2010,29100
16082,2010,36700
16084,2010,25100
16125,2010,18200
16128,2010,30700
16129,2010,34200
16134,2010,52900
16136,2010,15900
16149,2010,6900
16158,2010,46300
16168,2010,25400
16187,2010,26800
16204,2010,25900
16210,2010,44200
16217,2010,71700
16227,2010,74300
16228,2010,81700
16229,2010,46600
16254,2010,38500
16291,2010,49000
16292,2010,61200
16301,2010,45700
16314,2010,79000
16324,2010,27400
16331,2010,23800
16333,2010,8500
16344,2010,68200
16350,2010,71800
16363,2010,26000
16365,2010,34200
16385,2010,73700
16395,2010,26500
16399,2010,81500
16403,2010,45200
16410,2010,10900
16411,2010,110200
16413,2010,39500
16414,2010,16000
16433,2010,63700
16436,2010,40900
16443,2010,44300
16446,2010,66100
16480,2010,11400
16481,2010,59200
16487,2010,51500
16500,2010,21900
16501,2010,36600
16524,2010,42200
16527,2010,19900
16536,2010,13100
16541,2010,15700
16554,2010,26300
16562,2010,28100
16566,2010,35700
16573,2010,48900
16576,2010,7400
16590,2010,43700
16599,2010,53800
16600,2010,59800
16601,2010,32700
16603,2010,87600
16604,2010,15900
16611,2010,33100
16625,2010,21500
16635,2010,51000
16641,2010,32400
16644,2010,38500
16650,2010,64000
16652,2010,30900
16655,2010,53000
16661,2010,34700
16662,2010,45800
16667,2010,22800
16672,2010,40300
16679,2010,33500
16681,2010,31800
16685,2010,65600
16687,2010,31200
16691,2010,44100
16692,2010,20000
16699,2010,16600
16705,2010,39100
16709,2010,20400
16713,2010,48800
16720,2010,25700
16721,2010,14900
16723,2010,35400
16724,2010,42100
16725,2010,16900
16726,2010,42100
16727,2010,46100
16728,2010,55200
16730,2010,27400
16731,2010,16700
16804,2010,30800
16805,2010,33500
16809,2010,38800
16810,2010,39600
16831,2010,47400
16848,2010,43700
16860,2010,44600
16865,2010,11800
16866,2010,55100
16873,2010,50000
16874,2010,44400
16875,2010,27200
16882,2010,16100
16884,2010,27100
16888,2010,44500
16898,2010,26800
16899,2010,72300
16905,2010,68800
16914,2010,25500
16929,2010,14600
16930,2010,37800
16944,2010,12400
16960,2010,52500
16972,2010,50300
16979,2010,25800
16987,2010,12500
16992,2010,32800
17003,2010,39900
17017,2010,42000
17035,2010,7400
17045,2010,5000
17049,2010,49100
17054,2010,39900
17057,2010,36500
17070,2010,40800
17077,2010,28900
17085,2010,47000
17087,2010,19200
17108,2010,50900
17116,2010,15500
17117,2010,14600
17129,2010,21900
17130,2010,20500
17134,2010,30500
17136,2010,17100
17142,2010,83500
17155,2010,32300
17162,2010,46100
17174,2010,31200
17178,2010,75800
17180,2010,36700
17182,2010,47000
17183,2010,46200
17184,2010,68000
17185,2010,72300
17188,2010,71300
17193,2010,40600
17203,2010,40700
17205,2010,13800
17211,2010,71800
17213,2010,60100
17214,2010,136400
17216,2010,73500
17217,2010,31600
17234,2010,47000
17241,2010,78300
17243,2010,20100
17246,2010,60300
17247,2010,8700
17251,2010,21600
17254,2010,38500
17281,2010,64300
17282,2010,77500
17283,2010,25700
17292,2010,24900
17298,2010,41400
17312,2010,24500
17322,2010,7100
17323,2010,22000
17325,2010,15600
17326,2010,27400
17328,2010,40400
17329,2010,18800
17330,2010,52800
